new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,17,64.3195593910059,23703,189615,7.999620301227693,518484.8360906927,33,,,
2,28,145.43839809700148,13854,287633,20.76172946441461,453867.83067675115,37,64617.00541394157,12.462660605688157,10
3,47,245.30710013300268,15859,244528,15.418878870042247,429101.0545045289,38,24766.77617222228,5.45682564355644,18
4,72,346.84179856000264,14007,264006,18.84814735489398,426167.66572531866,38,2933.3887792102178,0.6836125776007054,24
5,87,451.82205597500433,28269,401223,14.19303831051682,268451.3544542253,47,157716.31127109338,37.008042598132626,14
6,178,966.697910283001,30000,312890,10.429666666666666,264484.5701776187,47,3966.7842766065733,1.477654782063305,90
7,225,1260.0490446559998,30000,415232,13.841066666666666,216484.67113078677,50,47999.89904683194,18.148468553230483,46
