phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/60 new_best b1=1462 b2=6511 fitness=849791.3298998473,1,1,1,1,1,1.0,849791.3298998473,,2.1312208739982452
2,step=2/60 new_best b1=1414 b2=17407 fitness=849358.9055315675,2,2,1,1,1,1.0,849358.9055315675,432.42436827975325,1.9933215049968567
3,step=4/60 new_best b1=1649 b2=114749 fitness=815726.9857813185,3,4,2,1,3,1.5,815726.9857813185,33631.91975024901,3.983256267005345
4,step=5/60 new_best b1=17049 b2=19440 fitness=618644.4521842867,5,5,1,1,15,15.0,618644.4521842867,197082.53359703184,3.581594696996035
5,step=9/60 new_best b1=21490 b2=262634 fitness=183186.9024169627,6,9,4,1,42,10.5,183186.9024169627,435457.549767324,10.670753940998111
