phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/210 new_best b1=146609 b2=7428235 fitness=45380.752672582166,1,1,1,1,640,640.0,45380.752672582166,,70.15302046108991
2,step=3/210 new_best b1=76053 b2=23418363 fitness=40762.59883471634,2,3,2,1,1280,640.0,40762.59883471634,4618.15383786583,136.44035084999632
3,step=5/210 new_best b1=21874 b2=1873569 fitness=28021.688350882832,4,5,2,1,1263,631.5,28021.688350882832,12740.910483833504,305.7705737790093
4,step=181/210 new_best b1=22985 b2=1273334 fitness=27835.611381022536,6,181,176,1,63486,360.71590909090907,27835.611381022536,186.07696986029623,22566.874036846915
