metric,value
best_eval,181
best_eval_fraction,0.861904761904762
eval_per_sec,0.008231163482991681
evaluation_count,210
improvement_percent,38.66207644934001
max_plateau_evals,175
median_plateau_evals,1.0
new_best_count,4
new_best_rate,0.01904761904761905
p90_plateau_evals,116.60000000000001
time_to_best_sec,23079.225203525042
time_to_first_improvement_sec,70.15022597403731
total_runtime_sec,25512.796633663005
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,True
flag_ratio_hits_boundary,False
