event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,evaluation,1,70.14683737803716,146608,7428235,50.66732374768089,45380.752672582166,640,False,,2026-05-19T11:55:40.554893+00:00
2,new_best,1,70.15022597403731,146608,7428235,50.66732374768089,45380.752672582166,,True,,2026-05-19T11:55:40.558273+00:00
3,step,1,70.15302046108991,,,,,,False,step=1/210 new_best b1=146609 b2=7428235 fitness=45380.752672582166,2026-05-19T11:55:40.561068+00:00
4,evaluation,2,145.52860210009385,112599,53732379,477.2012096022167,46785.11085736856,640,False,,2026-05-19T11:56:55.936656+00:00
5,evaluation,3,206.586448996095,76053,23418362,307.92160730017224,40762.59883471634,640,False,,2026-05-19T11:57:56.994503+00:00
6,new_best,3,206.59026886802167,76053,23418362,307.92160730017224,40762.59883471634,,True,,2026-05-19T11:57:56.998316+00:00
7,step,3,206.59337131108623,,,,,,False,step=3/210 new_best b1=76053 b2=23418363 fitness=40762.59883471634,2026-05-19T11:57:57.001418+00:00
8,evaluation,4,465.23698452708777,969353,5610665,5.788051411611662,156699.61282093296,640,False,,2026-05-19T12:02:15.645036+00:00
9,evaluation,5,512.3571466640569,21874,1873568,85.65273841089878,28021.688350882832,623,False,,2026-05-19T12:03:02.765199+00:00
10,new_best,5,512.3609797580866,21874,1873568,85.65273841089878,28021.688350882832,,True,,2026-05-19T12:03:02.769027+00:00
11,step,5,512.3639450900955,,,,,,False,step=5/210 new_best b1=21874 b2=1873569 fitness=28021.688350882832,2026-05-19T12:03:02.771992+00:00
12,evaluation,6,561.9342267130269,67503,1030307,15.263129046116468,35114.00593352533,639,False,,2026-05-19T12:03:52.342279+00:00
13,evaluation,7,625.2844633529894,178358,5722515,32.08443131230447,38643.26277661254,640,False,,2026-05-19T12:04:55.692515+00:00
14,evaluation,8,704.4233617620775,338778,16430096,48.49811971261416,47171.66304128841,640,False,,2026-05-19T12:06:14.831414+00:00
