phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=40 max_curves_per_n=130 repeats_per_n=4 swarm_size=18 iterations=16 workers=56,1,0,0,0,0,,,,8.339004125446081e-06
2,init_best fitness=79643.46383265841,1,18,18,1,243,13.5,79643.46383265841,,130.2619547540089
3,iteration=1/16 best_fitness=36839.61884481685,19,36,18,3,1139,63.27777777777778,36839.61884481685,42803.84498784156,174.8861434309947
4,iteration=2/16 best_fitness=27205.9955769611,37,54,18,5,2125,118.05555555555556,27205.9955769611,9633.623267855746,196.9851878479967
5,iteration=3/16 best_fitness=24758.72697301242,55,72,18,1,2314,128.55555555555554,24758.72697301242,2447.26860394868,201.60379186199862
6,iteration=4/16 best_fitness=22424.027128258545,73,90,18,2,2417,134.27777777777777,22424.027128258545,2334.6998447538754,206.28880287799984
7,iteration=5/16 best_fitness=22424.027128258545,91,108,18,0,2370,131.66666666666666,26589.447119864086,-4165.41999160554,206.0836540379969
8,iteration=6/16 best_fitness=22424.027128258545,109,126,18,0,2399,133.27777777777777,26901.41645727628,-311.96933741219254,204.87715806900815
9,iteration=7/16 best_fitness=22424.027128258545,127,144,18,0,2356,130.88888888888889,25978.8943371291,922.5221201471795,208.2539097150002
10,iteration=8/16 best_fitness=22424.027128258545,145,162,18,0,2354,130.77777777777777,27674.331147433364,-1695.4368103042652,212.80642495700158
11,iteration=9/16 best_fitness=21844.778768193697,163,180,18,1,2401,133.38888888888889,21844.778768193697,5829.552379239667,203.27296814799774
12,iteration=10/16 best_fitness=21844.778768193697,181,198,18,0,2381,132.27777777777777,23128.066003894535,-1283.2872357008382,206.6922054290044
13,iteration=11/16 best_fitness=21844.778768193697,199,216,18,0,2392,132.88888888888889,24717.568712258657,-1589.5027083641216,206.4216415379924
14,iteration=12/16 best_fitness=21844.778768193697,217,234,18,0,2395,133.05555555555554,23943.354553784127,774.2141584745295,207.0017370590067
15,iteration=13/16 best_fitness=21844.778768193697,235,252,18,0,2368,131.55555555555554,24294.668882302212,-351.31432851808495,208.96538406399486
16,iteration=14/16 best_fitness=21844.778768193697,253,270,18,0,2371,131.72222222222223,26715.44019398563,-2420.7713116834166,214.30331657000352
17,iteration=15/16 best_fitness=21844.778768193697,271,288,18,0,2376,132.0,26152.908569176394,562.5316248092349,205.42620514100417
18,iteration=16/16 best_fitness=21844.778768193697,289,306,18,0,2342,130.11111111111111,23369.240727189648,2783.6678419867458,207.1234206159861
