metric,value
best_eval,165
best_eval_fraction,0.5392156862745098
eval_per_sec,0.08996704027417317
evaluation_count,306
improvement_percent,89.19612214593931
max_plateau_evals,141
median_plateau_evals,6.0
new_best_count,13
new_best_rate,0.042483660130718956
p90_plateau_evals,59.40000000000006
time_to_best_sec,1776.8039530009992
time_to_first_improvement_sec,130.25911866201204
total_runtime_sec,3401.2539144559996
flag_b1_hits_boundary,True
flag_b2_hits_boundary,True
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,True
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,False
