phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 population_size=22 generations=36 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.4577002730220556e-05
2,init_best fitness=27384.0570909937,1,22,22,1,9541,433.6818181818182,27384.0570909937,,1997.6028619610006
3,generation=1/36 best_fitness=26360.650900637265,23,43,21,1,12515,595.952380952381,26360.650900637265,1023.4061903564361,1327.1986481320346
4,generation=2/36 best_fitness=26360.650900637265,44,64,21,0,13353,635.8571428571429,26581.608336388963,-220.95743575169763,1011.5523980379803
5,generation=3/36 best_fitness=25753.282982466662,65,85,21,1,13410,638.5714285714286,25753.282982466662,828.3253539223006,933.8957578690024
6,generation=4/36 best_fitness=25523.863670995343,86,106,21,1,13418,638.952380952381,25523.863670995343,229.41931147131982,933.3029804370017
7,generation=5/36 best_fitness=25523.863670995343,107,127,21,0,13428,639.4285714285714,26273.679074982756,-749.8154039874134,954.681286268984
8,generation=6/36 best_fitness=25523.863670995343,128,148,21,0,13415,638.8095238095239,25878.496207507742,395.18286747501406,956.3991009220481
9,generation=7/36 best_fitness=25523.863670995343,149,169,21,0,13421,639.0952380952381,25546.428978101794,332.0672294059477,929.0945703299949
10,generation=8/36 best_fitness=24717.355845405218,170,190,21,1,13431,639.5714285714286,24717.355845405218,829.0731326965761,927.504693083989
11,generation=9/36 best_fitness=24717.355845405218,191,211,21,0,13420,639.047619047619,25688.979342358325,-971.623496953107,949.866511758999
12,generation=10/36 best_fitness=24563.230660884292,212,232,21,1,13427,639.3809523809524,24563.230660884292,1125.7486814740332,976.5295613459894
13,generation=11/36 best_fitness=24563.230660884292,233,253,21,0,13427,639.3809523809524,25149.036075866243,-585.8054149819509,926.2515898239799
14,generation=12/36 best_fitness=24563.230660884292,254,274,21,0,13422,639.1428571428571,24963.30522006516,185.73085580108454,960.1618538870243
15,generation=13/36 best_fitness=24563.230660884292,275,295,21,0,13427,639.3809523809524,25957.395546612897,-994.0903265477391,932.4287457540049
16,generation=14/36 best_fitness=24563.230660884292,296,316,21,0,13420,639.047619047619,25787.055076859724,170.34046975317324,935.154974205012
17,generation=15/36 best_fitness=24563.230660884292,317,337,21,0,13414,638.7619047619048,25717.468294994178,69.58678186554607,966.0538266479853
18,generation=16/36 best_fitness=24563.230660884292,338,358,21,0,13405,638.3333333333334,25937.297312205737,-219.8290172115594,929.3860729029984
19,generation=17/36 best_fitness=24563.230660884292,359,379,21,0,13404,638.2857142857143,25357.020543265317,580.2767689404209,929.5664548599743
20,generation=18/36 best_fitness=24563.230660884292,380,400,21,0,13408,638.4761904761905,25371.593997784075,-14.573454518758808,904.6821881670039
21,generation=19/36 best_fitness=24563.230660884292,401,421,21,0,13409,638.5238095238095,25979.23742602812,-607.6434282440459,951.1337307910435
22,generation=20/36 best_fitness=24563.230660884292,422,442,21,0,13420,639.047619047619,26059.256776217044,-80.01935018892254,931.4999634900014
23,generation=21/36 best_fitness=24336.839159025076,443,463,21,1,13415,638.8095238095239,24336.839159025076,1722.417617191968,940.7130015769508
24,generation=22/36 best_fitness=24336.839159025076,464,484,21,0,13409,638.5238095238095,26354.06713156135,-2017.227972536275,952.0287260400364
25,generation=23/36 best_fitness=24336.839159025076,485,505,21,0,13385,637.3809523809524,24597.61757404878,1756.4495575125693,944.2399185079848
26,generation=24/36 best_fitness=24336.839159025076,506,526,21,0,13418,638.952380952381,25361.720431981812,-764.1028579330305,951.1555825829855
27,generation=25/36 best_fitness=24336.839159025076,527,547,21,0,13421,639.0952380952381,25923.841870274046,-562.1214382922335,940.0248436680413
28,generation=26/36 best_fitness=24336.839159025076,548,568,21,0,13404,638.2857142857143,25206.351890564838,717.4899797092075,943.6500041459803
29,generation=27/36 best_fitness=24336.839159025076,569,589,21,0,13408,638.4761904761905,25833.268918279682,-626.9170277148442,949.3062107579899
30,generation=28/36 best_fitness=24336.839159025076,590,610,21,0,13407,638.4285714285714,25148.554404589122,684.7145136905601,950.9363759839907
31,generation=29/36 best_fitness=24336.839159025076,611,631,21,0,13404,638.2857142857143,24826.512257324903,322.04214726421924,965.1812882749946
32,generation=30/36 best_fitness=24336.839159025076,632,652,21,0,13404,638.2857142857143,25031.23729146686,-204.7250341419567,973.7373407630366
33,generation=31/36 best_fitness=24336.839159025076,653,673,21,0,13405,638.3333333333334,24965.506314406557,65.7309770603024,961.4440676429658
34,generation=32/36 best_fitness=24336.839159025076,674,694,21,0,13404,638.2857142857143,24632.657752618798,332.84856178775954,975.2432889820193
35,generation=33/36 best_fitness=24336.839159025076,695,715,21,0,13414,638.7619047619048,25808.23493697335,-1175.5771843545517,983.8213720790227
36,generation=34/36 best_fitness=24336.839159025076,716,736,21,0,13408,638.4761904761905,26025.777412322095,-217.54247534874594,946.4605093179853
37,generation=35/36 best_fitness=24336.839159025076,737,757,21,0,13397,637.952380952381,25596.289683771465,429.48772855063,975.63751464698
38,generation=36/36 best_fitness=24336.839159025076,758,778,21,0,13403,638.2380952380952,26326.328623964837,-730.0389401933717,977.6419375039986
