new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,1.711015650012996,52817,693002,13.1208133744817,8.315548734623007,,,
2,2,2.385985900007654,13632,381696,28.0,3.0223007213207893,5.293248013302218,63.65482522233323,0
3,3,2.779084251029417,8900,8900,1.0,1.6088696300284937,1.4134310912922956,46.76672580333454,0
4,5,4.031371550983749,4691,62375,13.296738435301641,1.4118719076213893,0.19699772240710445,12.244480144958391,1
5,9,6.456420471018646,5030,19357,3.84831013916501,1.3327325756545179,0.0791393319668714,5.605277046711633,3
6,15,11.136745463998523,3543,44557,12.576065481230595,1.2069530602311715,0.1257795154233463,9.437715992015486,5
7,35,21.96435369300889,3354,39931,11.905485986881336,1.180509417958092,0.026443642273079604,2.190942062652774,19
8,43,26.074818114982918,3456,42396,12.26736111111111,1.1749593584099784,0.005550059548113495,0.4701410648390542,7
9,54,31.64713031798601,3821,15948,4.173776498298874,1.1680640047998168,0.006895353610161692,0.5868589037405408,10
10,57,32.666206741007045,3141,8897,2.8325374084686405,1.1263689456391148,0.04169505916070193,3.5695868539196742,2
11,58,32.95663486502599,3167,4208,1.3287022418692769,1.095081860839855,0.0312870847992599,2.777694193398349,0
12,62,34.56101676198887,3038,3146,1.0355497037524688,1.0370865740114823,0.05799528682837263,5.295977305650383,3
13,63,34.832037165004294,3580,3580,1.0,0.9919684983033221,0.04511807570816018,4.350463774074529,0
14,65,35.37585086002946,3353,3894,1.1613480465254995,0.9864799719071016,0.00548852639622055,0.553296440926119,1
15,83,41.72157926502405,3090,3719,1.2035598705501618,0.9490256157587282,0.037454356148373336,3.79676802520026,17
16,129,61.280641056015156,3033,3650,1.2034289482360698,0.9373183004499879,0.011707315308740363,1.2336142580704297,45
17,157,74.44290706899483,3007,3563,1.184901895576987,0.919232806598302,0.018085493851685897,1.9294933047827416,27
