event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,evaluation,1,0.36184636200778186,4993,90717,18.168836370919287,1.4412541419733316,False,,2026-04-09T12:15:57.806324+00:00
2,new_best,1,0.36206472403137013,4993,90717,18.168836370919287,1.4412541419733316,True,,2026-04-09T12:15:57.806365+00:00
3,evaluation,2,0.7049284300301224,3047,85316,28.0,1.3891822256846353,False,,2026-04-09T12:15:58.149235+00:00
4,new_best,2,0.7049997950089164,3047,85316,28.0,1.3891822256846353,True,,2026-04-09T12:15:58.149300+00:00
5,evaluation,3,1.2920181740191765,17122,17122,1.0,2.580955427547451,False,,2026-04-09T12:15:58.736325+00:00
6,evaluation,4,2.8943610890419222,59558,59558,1.0,7.78881180510507,False,,2026-04-09T12:15:57.855448+00:00
7,evaluation,5,3.9219598120544106,36608,36608,1.0,4.894838698208332,False,,2026-04-09T12:15:58.883049+00:00
8,evaluation,6,5.14209507004125,40896,129269,3.1609203834115807,5.790704623417696,False,,2026-04-09T12:16:00.103181+00:00
9,evaluation,7,5.503227161010727,6920,17299,2.49985549132948,1.4869534696044866,False,,2026-04-09T12:16:00.464315+00:00
10,evaluation,8,5.921094902034383,9975,9975,1.0,1.738741146051325,False,,2026-04-09T12:16:00.882181+00:00
11,evaluation,9,6.259750085999258,4099,73363,17.897779946328374,1.3245066961681005,False,,2026-04-09T12:16:01.220836+00:00
12,new_best,9,6.259797040023841,4099,73363,17.897779946328374,1.3245066961681005,True,,2026-04-09T12:16:01.220876+00:00
13,evaluation,10,6.875035000033677,18454,18454,1.0,2.7404360967630055,False,,2026-04-09T12:16:01.836121+00:00
14,evaluation,11,7.945228703028988,31091,336820,10.83336013637387,5.126380540372338,False,,2026-04-09T12:16:02.906316+00:00
15,evaluation,12,9.257104596006684,47536,47536,1.0,6.298540178133408,False,,2026-04-09T12:16:04.218191+00:00
16,evaluation,13,10.168157394044101,22333,625324,28.0,4.259510943345958,False,,2026-04-09T12:16:05.129244+00:00
17,evaluation,14,10.573237475007772,9097,9097,1.0,1.6901598439726513,False,,2026-04-09T12:16:05.534323+00:00
18,evaluation,15,11.223313601047266,15123,233954,15.470078688090988,2.9074021196283866,False,,2026-04-09T12:16:06.184400+00:00
19,evaluation,16,12.273258861037903,26953,754684,28.0,4.708444580214564,False,,2026-04-09T12:16:07.234345+00:00
20,evaluation,17,12.66721776605118,6150,57970,9.426016260162601,1.6426166087330785,False,,2026-04-09T12:16:07.628303+00:00
21,evaluation,18,13.129446461040061,7594,212632,28.0,2.0011073786299676,False,,2026-04-09T12:16:08.090533+00:00
22,evaluation,19,13.418917331029661,3500,20027,5.722,1.113873569847783,False,,2026-04-09T12:16:08.380003+00:00
23,new_best,19,13.418965089018457,3500,20027,5.722,1.113873569847783,True,,2026-04-09T12:16:08.380044+00:00
24,evaluation,20,14.057591011049226,11893,333004,28.0,2.8745440493512433,False,,2026-04-09T12:16:09.018678+00:00
25,evaluation,21,14.54063991701696,10112,113401,11.214497626582279,2.0931212616851553,False,,2026-04-09T12:16:09.501728+00:00
26,evaluation,22,14.989784724020865,6771,189588,28.0,1.9070260302396491,False,,2026-04-09T12:16:09.950877+00:00
27,evaluation,23,15.778115725028329,25577,25577,1.0,3.5978230313630775,False,,2026-04-09T12:16:10.739202+00:00
28,evaluation,24,16.175433163007256,9496,9496,1.0,1.6689410443941597,False,,2026-04-09T12:16:11.136521+00:00
29,evaluation,25,16.58498577901628,5970,115598,19.36314907872697,1.7006411422917154,False,,2026-04-09T12:16:11.546073+00:00
30,evaluation,26,18.14500160003081,51184,445682,8.707447639887464,7.566268806171138,False,,2026-04-09T12:16:13.106089+00:00
31,evaluation,27,18.61795045703184,8004,224112,28.0,2.0391639184381347,False,,2026-04-09T12:16:13.579046+00:00
32,evaluation,28,18.954821520019323,3725,50243,13.488053691275168,1.3080490797874518,False,,2026-04-09T12:16:13.915910+00:00
33,evaluation,29,19.35410396003863,9089,10133,1.1148641214655077,1.675588502374012,False,,2026-04-09T12:16:14.315192+00:00
34,evaluation,30,20.02250731101958,20922,20922,1.0,3.0018704305693973,False,,2026-04-09T12:16:14.983596+00:00
35,evaluation,31,20.335213719052263,4163,13798,3.314436704299784,1.1915442108293064,False,,2026-04-09T12:16:15.296301+00:00
36,evaluation,32,20.694241624034476,4704,70387,14.963222789115646,1.4372389267664403,False,,2026-04-09T12:16:15.655336+00:00
37,evaluation,33,21.069020069029648,4725,132300,28.0,1.5472611297445837,False,,2026-04-09T12:16:16.030108+00:00
38,evaluation,34,21.451853371050674,4797,134316,28.0,1.5738948876969516,False,,2026-04-09T12:16:16.412940+00:00
39,evaluation,35,21.995824774028733,9679,271012,28.0,2.3805460339644924,False,,2026-04-09T12:16:16.956912+00:00
40,evaluation,36,22.827479791012593,26953,26953,1.0,3.8846580540412106,False,,2026-04-09T12:16:17.788569+00:00
41,evaluation,37,24.28260225302074,53752,53752,1.0,7.0544436778873205,False,,2026-04-09T12:16:19.243690+00:00
42,evaluation,38,25.75757005001651,53966,53966,1.0,7.0878357003384735,False,,2026-04-09T12:16:20.718659+00:00
43,evaluation,39,26.10439315601252,6952,8009,1.152042577675489,1.4151738751097582,False,,2026-04-09T12:16:21.065481+00:00
44,evaluation,40,26.41860496404115,4283,22437,5.238617791267803,1.2282596091390587,False,,2026-04-09T12:16:21.379693+00:00
45,evaluation,41,26.723887863045093,3500,7120,2.0342857142857143,1.162188578484347,False,,2026-04-09T12:16:21.684976+00:00
46,evaluation,42,27.123414064000826,5319,94359,17.739988719684153,1.6425572322041262,False,,2026-04-09T12:16:22.084503+00:00
47,evaluation,43,27.827078041038476,17122,103371,6.037320406494568,3.2027337666077074,False,,2026-04-09T12:16:22.788167+00:00
48,evaluation,44,28.128743974026293,3873,4306,1.1117996385231086,1.1502292504883371,False,,2026-04-09T12:16:23.089832+00:00
49,evaluation,45,28.5111836430151,4411,115598,26.206755837678532,1.553189630212728,False,,2026-04-09T12:16:23.472274+00:00
50,evaluation,46,29.77427231601905,40896,165921,4.057144953051643,6.05791371234227,False,,2026-04-09T12:16:24.735361+00:00
51,evaluation,47,30.12562283599982,4883,64870,13.284865861150932,1.396026424219599,False,,2026-04-09T12:16:25.086713+00:00
52,evaluation,48,30.55510634899838,7792,92897,11.922099589322382,1.8150265324511565,False,,2026-04-09T12:16:25.516194+00:00
53,evaluation,49,31.00264652702026,10434,17250,1.6532489936745256,1.9005007122759707,False,,2026-04-09T12:16:25.963734+00:00
54,evaluation,50,31.310557362041436,4153,25647,6.175535757283892,1.2043290003202856,False,,2026-04-09T12:16:26.271646+00:00
55,evaluation,51,31.75274842203362,11216,11216,1.0,1.8795767574047204,False,,2026-04-09T12:16:26.713836+00:00
56,evaluation,52,32.23205086204689,10414,18014,1.7297868254273094,2.0339859272062313,False,,2026-04-09T12:16:27.193139+00:00
57,evaluation,53,33.068225813040044,19463,544964,28.0,3.8561345605994575,False,,2026-04-09T12:16:28.029314+00:00
