new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.36206472403137013,4993,90717,18.168836370919287,1.4412541419733316,,,
2,2,0.7049997950089164,3047,85316,28.0,1.3891822256846353,0.05207191628869623,3.612958656784887,0
3,9,6.259797040023841,4099,73363,17.897779946328374,1.3245066961681005,0.06467552951653488,4.655654839282199,6
4,19,13.418965089018457,3500,20027,5.722,1.113873569847783,0.2106331263203174,15.902760395979515,9
5,64,39.37662254401948,3121,6898,2.2101890419737265,1.0232943889277522,0.09057918092003092,8.131908626973622,44
6,137,88.32808708201628,3260,21640,6.638036809815951,0.9994126444798894,0.02388174444786273,2.333809772267681,72
7,142,89.69213631202001,3012,13247,4.398074369189907,0.9531323747360148,0.04628026974387467,4.630746869123281,4
8,169,101.28344219602877,3154,5535,1.7549143944197845,0.9456383296928834,0.007494045043131337,0.7862543799550332,26
9,174,102.70842189504765,3129,5635,1.8008948545861299,0.9063848657242488,0.039253463968634605,4.151001787478625,4
10,197,110.8094797200174,3131,3571,1.1405301820504632,0.8674723454751074,0.03891252024914138,4.293156441667662,22
