metric,value
best_eval,46
best_eval_fraction,0.5
eval_per_sec,0.01173553961024953
evaluation_count,92
improvement_percent,34.879532098897315
max_plateau_evals,46
median_plateau_evals,11.0
new_best_count,4
new_best_rate,0.043478260869565216
p90_plateau_evals,32.0
time_to_best_sec,4124.188836488989
time_to_first_improvement_sec,1259.0821703779802
total_runtime_sec,7839.440383199981
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,False
