method,gain_ci_low,gain_ci_high
bo,86.34743762937845,89.06064449160932
de,86.82055670280153,88.05401908581774
ga,87.18337054572447,88.15468143382154
pso,87.42159976253309,87.5408168704549
rs,84.0327648753117,86.37918429149444
