method,baseline_mean_median,optimized_mean_median,delta_abs
bo,15.962436482717749,2.027816134330351,13.934620348387398
de,15.660874100023648,1.876117446605349,13.784756653418299
ga,16.454789381939918,1.9797594620613381,14.47502991987858
pso,15.039425471422145,1.8809018905449193,13.158523580877226
rs,15.8529552759137,2.202276915166294,13.650678360747406
