phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,1.0364979971200228e-05
2,init_best fitness=0.8506619506806601,1,22,22,1,0.8506619506806601,,9.331752535013948
3,generation=1/14 best_fitness=0.8010457310301717,23,43,21,1,0.8010457310301717,0.04961621965048835,6.6184233099920675
4,generation=2/14 best_fitness=0.7922860257094726,44,64,21,1,0.7922860257094726,0.00875970532069914,5.6083593550138175
5,generation=3/14 best_fitness=0.7815960055449978,65,85,21,1,0.7815960055449978,0.010690020164474845,5.304976389976218
6,generation=4/14 best_fitness=0.7815960055449978,86,106,21,0,0.7833122840966098,-0.0017162785516120493,5.061560227011796
7,generation=5/14 best_fitness=0.7815960055449978,107,127,21,0,0.7827947238110937,0.0005175602855160832,4.9904814820038155
8,generation=6/14 best_fitness=0.7554593710228801,128,148,21,1,0.7554593710228801,0.02733535278821364,4.859892842010595
9,generation=7/14 best_fitness=0.7554593710228801,149,169,21,0,0.7649581859004684,-0.009498814877588302,4.8291279100230895
10,generation=8/14 best_fitness=0.7554593710228801,170,190,21,0,0.7584230945212767,0.0065350913791917264,4.909607748966664
11,generation=9/14 best_fitness=0.7554593710228801,191,211,21,0,0.7615714683779515,-0.00314837385667488,4.789010997978039
12,generation=10/14 best_fitness=0.7503657649795059,212,232,21,1,0.7503657649795059,0.011205703398445621,4.820161171024665
13,generation=11/14 best_fitness=0.7393588161212392,233,253,21,1,0.7393588161212392,0.011006948858266696,4.763779101020191
14,generation=12/14 best_fitness=0.7393588161212392,254,274,21,0,0.7530874068615958,-0.013728590740356594,4.888646618986968
15,generation=13/14 best_fitness=0.7393588161212392,275,295,21,0,0.7539230725378729,-0.0008356656762771308,4.94892188697122
16,generation=14/14 best_fitness=0.7393588161212392,296,316,21,0,0.7643409607408103,-0.01041788820293732,5.381307787029073
