phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.746989235281944e-06
2,init_best fitness=0.8961018875124864,1,22,22,1,0.8961018875124864,,9.238065514015034
3,generation=1/14 best_fitness=0.8338079675741028,23,43,21,1,0.8338079675741028,0.062293919938383624,5.764558098977432
4,generation=2/14 best_fitness=0.812169820885174,44,64,21,1,0.812169820885174,0.021638146688928828,5.115088657999877
5,generation=3/14 best_fitness=0.8049329947098158,65,85,21,1,0.8049329947098158,0.007236826175358146,5.056729482021183
6,generation=4/14 best_fitness=0.7667982576822396,86,106,21,1,0.7667982576822396,0.03813473702757619,5.094327467028052
7,generation=5/14 best_fitness=0.7667982576822396,107,127,21,0,0.7945195749925915,-0.02772131731035188,5.228317610977683
8,generation=6/14 best_fitness=0.7667982576822396,128,148,21,0,0.7681685684656259,0.026351006526965648,4.984071012004279
9,generation=7/14 best_fitness=0.7667982576822396,149,169,21,0,0.7685459982603788,-0.00037742979475297034,4.882177493011113
10,generation=8/14 best_fitness=0.7554830574081279,170,190,21,1,0.7554830574081279,0.013062940852250904,4.822474837012123
11,generation=9/14 best_fitness=0.7369570294686127,191,211,21,1,0.7369570294686127,0.01852602793951519,4.768416603968944
12,generation=10/14 best_fitness=0.7369570294686127,212,232,21,0,0.7480410202697385,-0.011083990801125765,4.76486172399018
13,generation=11/14 best_fitness=0.734209690708667,233,253,21,1,0.734209690708667,0.01383132956107147,4.749834435991943
14,generation=12/14 best_fitness=0.734209690708667,254,274,21,0,0.744496364495717,-0.01028667378704995,4.691194083017763
15,generation=13/14 best_fitness=0.730059065768728,275,295,21,1,0.730059065768728,0.014437298726988956,4.703190586005803
16,generation=14/14 best_fitness=0.730059065768728,296,316,21,0,0.7420114157139324,-0.011952349945204332,4.714348844019696
