metric,value
best_eval,58
best_eval_fraction,0.9666666666666667
eval_per_sec,0.3798719302917843
evaluation_count,60
improvement_percent,86.50899253070567
max_plateau_evals,33
median_plateau_evals,2.0
new_best_count,8
new_best_rate,0.13333333333333333
p90_plateau_evals,12.200000000000005
time_to_best_sec,152.09751537800184
time_to_first_improvement_sec,2.2022226529952604
total_runtime_sec,157.94796934301849
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,True
flag_ratio_hits_boundary,True
