phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.937988705933094e-06
2,init_best fitness=1.0663370440306608,1,18,18,1,1.0663370440306608,,11.270931249018759
3,iteration=1/12 best_fitness=1.0663370440306608,19,36,18,0,1.3097728831344284,-0.24343583910376765,15.469527631998062
4,iteration=2/12 best_fitness=1.0663370440306608,37,54,18,0,1.3220687897119205,-0.012295906577492133,7.12053824699251
5,iteration=3/12 best_fitness=1.0663370440306608,55,72,18,0,1.2280272380448878,0.09404155166703276,6.908627042022999
6,iteration=4/12 best_fitness=0.933763822511537,73,90,18,2,0.933763822511537,0.2942634155333508,5.125289816001896
7,iteration=5/12 best_fitness=0.9254959497775417,91,108,18,1,0.9254959497775417,0.008267872733995318,4.802879007998854
8,iteration=6/12 best_fitness=0.9234771225019358,109,126,18,1,0.9234771225019358,0.0020188272756058723,4.9586823099525645
9,iteration=7/12 best_fitness=0.9119817171304021,127,144,18,2,0.9119817171304021,0.011495405371533707,4.765106130042113
10,iteration=8/12 best_fitness=0.9119817171304021,145,162,18,0,0.9298557108850218,-0.017873993754619732,4.770743878965732
11,iteration=9/12 best_fitness=0.9119817171304021,163,180,18,0,0.9209751669841353,0.00888054390088655,4.69324987399159
12,iteration=10/12 best_fitness=0.9119817171304021,181,198,18,0,0.9305272209749091,-0.009552053990773857,4.703148548025638
13,iteration=11/12 best_fitness=0.9119817171304021,199,216,18,0,0.9279509471380152,0.002576273836893961,4.690593686013017
14,iteration=12/12 best_fitness=0.9119817171304021,217,234,18,0,0.9239111701608635,0.004039776977151632,4.680658867990132
