phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.459005478769541e-06
2,initial_design_completed points=16,1,16,16,6,0.7297648814856075,,6.177633187035099
3,iteration=1/22 best_fitness=0.7297648814856075,17,17,1,0,0.8759496307757217,-0.14618474929011427,0.2633683479507454
4,iteration=2/22 best_fitness=0.7297648814856075,18,18,1,0,0.8736744898778852,0.002275140897836536,0.2880449950462207
5,iteration=3/22 best_fitness=0.7297648814856075,19,19,1,0,1.0028614284528885,-0.1291869385750033,0.29087873396929353
6,iteration=4/22 best_fitness=0.7297648814856075,20,20,1,0,1.4801771597703919,-0.4773157313175034,0.3840196460369043
7,iteration=5/22 best_fitness=0.6858156220696401,21,21,1,1,0.6858156220696401,0.7943615377007518,0.22913479898124933
8,iteration=6/22 best_fitness=0.6858156220696401,22,22,1,0,0.7967284559854306,-0.11091283391579054,0.25031491700792685
9,iteration=7/22 best_fitness=0.6858156220696401,23,23,1,0,0.7886278256191872,0.008100630366243422,0.24612681096186861
10,iteration=8/22 best_fitness=0.6858156220696401,24,24,1,0,0.7967328190075932,-0.008104993388405979,0.2566374140442349
11,iteration=9/22 best_fitness=0.6858156220696401,25,25,1,0,0.9583267010748386,-0.16159388206724545,0.27948656695662066
12,iteration=10/22 best_fitness=0.6858156220696401,26,26,1,0,0.9461137356993277,0.012212965375510976,0.2763441610150039
13,iteration=11/22 best_fitness=0.6858156220696401,27,27,1,0,1.1659920758684166,-0.21987834016908891,0.3327167279785499
14,iteration=12/22 best_fitness=0.6858156220696401,28,28,1,0,0.6930488510406576,0.47294322482775897,0.23043682804564014
15,iteration=13/22 best_fitness=0.6858156220696401,29,29,1,0,0.7720717373595107,-0.07902288631885312,0.24790563597343862
16,iteration=14/22 best_fitness=0.6858156220696401,30,30,1,0,0.7840210428403225,-0.011949305480811745,0.25282742001581937
17,iteration=15/22 best_fitness=0.6858156220696401,31,31,1,0,0.7991289722558577,-0.015107929415535182,0.2561965229688212
18,iteration=16/22 best_fitness=0.6858156220696401,32,32,1,0,0.8452094669046346,-0.04608049464877695,0.26660052704392
19,iteration=17/22 best_fitness=0.6858156220696401,33,33,1,0,1.0065878499299288,-0.16137838302529417,0.31646519899368286
20,iteration=18/22 best_fitness=0.6858156220696401,34,34,1,0,0.9218399779347237,0.08474787199520506,0.2841524030081928
21,iteration=19/22 best_fitness=0.6858156220696401,35,35,1,0,0.7113287535612471,0.21051122437347658,0.2456114399828948
22,iteration=20/22 best_fitness=0.6858156220696401,36,36,1,0,0.6940761388395913,0.017252614721655846,0.24144434300251305
23,iteration=21/22 best_fitness=0.6858156220696401,37,37,1,0,0.724391295138048,-0.030315156298456714,0.2463964539929293
24,iteration=22/22 best_fitness=0.6589011119795032,38,38,1,1,0.6589011119795032,0.06549018315854482,0.23568882397376
