phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=40 max_curves_per_n=320 repeats_per_n=3 initial_samples=10 iterations=45 candidate_pool=1500 workers=56,1,0,0,0,0,,,,1.8183010979555547e-05
2,initial_design_completed points=10,1,10,10,2,670,67.0,168075.86772808727,,842.2121461549978
3,iteration=1/45 best_fitness=168075.86772808727,11,11,1,0,119,119.0,176607.69288854004,-8531.825160452776,140.08350917699863
4,iteration=2/45 best_fitness=168075.86772808727,12,12,1,0,117,117.0,179027.53738742767,-2419.844498887629,127.9246850579948
5,iteration=3/45 best_fitness=160942.45662821602,13,13,1,1,119,119.0,160942.45662821602,18085.080759211647,85.31355644699943
6,iteration=4/45 best_fitness=160942.45662821602,14,14,1,0,112,112.0,188074.5375514574,-27132.08092324139,123.29094782400352
7,iteration=5/45 best_fitness=160942.45662821602,15,15,1,0,100,100.0,251390.56641866913,-63316.02886721172,105.21712811999896
8,iteration=6/45 best_fitness=160942.45662821602,16,16,1,0,116,116.0,195742.57249572006,55647.99392294907,120.53429824000341
9,iteration=7/45 best_fitness=160942.45662821602,17,17,1,0,112,112.0,250622.99049939692,-54880.41800367687,133.8199079509941
10,iteration=8/45 best_fitness=160942.45662821602,18,18,1,0,117,117.0,162429.99158610156,88192.99891329536,108.47792487600236
11,iteration=9/45 best_fitness=160942.45662821602,19,19,1,0,120,120.0,167354.98170931285,-4924.99012321129,123.2472606759984
12,iteration=10/45 best_fitness=160942.45662821602,20,20,1,0,112,112.0,187834.3751512644,-20479.393441951543,130.24616932299978
13,iteration=11/45 best_fitness=160942.45662821602,21,21,1,0,118,118.0,173689.43695874463,14144.938192519767,103.97674892400391
14,iteration=12/45 best_fitness=160942.45662821602,22,22,1,0,114,114.0,183459.7405886838,-9770.303629939182,104.34265552800207
15,iteration=13/45 best_fitness=160942.45662821602,23,23,1,0,115,115.0,252685.45016171853,-69225.70957303472,148.34786615800112
16,iteration=14/45 best_fitness=160942.45662821602,24,24,1,0,119,119.0,188664.2828178147,64021.16734390383,112.57865291299822
17,iteration=15/45 best_fitness=160942.45662821602,25,25,1,0,119,119.0,196869.30710959143,-8205.024291776732,144.94260931199824
18,iteration=16/45 best_fitness=160942.45662821602,26,26,1,0,112,112.0,211587.65762706992,-14718.35051747848,143.9759084410034
19,iteration=17/45 best_fitness=160942.45662821602,27,27,1,0,118,118.0,180556.7498581482,31030.907768921723,133.448252932998
20,iteration=18/45 best_fitness=160942.45662821602,28,28,1,0,117,117.0,171832.80533660515,8723.944521543046,114.88604625599692
21,iteration=19/45 best_fitness=160942.45662821602,29,29,1,0,117,117.0,180735.25494832918,-8902.449611724034,118.32216799199523
22,iteration=20/45 best_fitness=160942.45662821602,30,30,1,0,116,116.0,184205.2249091386,-3469.9699608094234,118.27928475900262
23,iteration=21/45 best_fitness=155935.94437615678,31,31,1,1,117,117.0,155935.94437615678,28269.280532981822,95.83451552801125
24,iteration=22/45 best_fitness=155935.94437615678,32,32,1,0,116,116.0,192234.20116140728,-36298.2567852505,113.28198014698864
25,iteration=23/45 best_fitness=155935.94437615678,33,33,1,0,117,117.0,188463.50694833716,3770.694213070121,104.00171451600909
26,iteration=24/45 best_fitness=155935.94437615678,34,34,1,0,120,120.0,156210.53599219598,32252.970956141187,87.29169373399054
27,iteration=25/45 best_fitness=155935.94437615678,35,35,1,0,115,115.0,167633.81309827545,-11423.277106079477,114.96361728700867
28,iteration=26/45 best_fitness=155935.94437615678,36,36,1,0,115,115.0,190839.48464635594,-23205.671548080485,117.90846872099792
29,iteration=27/45 best_fitness=155935.94437615678,37,37,1,0,117,117.0,176189.95543832908,14649.529208026855,106.41789668399724
30,iteration=28/45 best_fitness=155935.94437615678,38,38,1,0,115,115.0,184795.4346684858,-8605.479230156721,116.21051865699701
31,iteration=29/45 best_fitness=155935.94437615678,39,39,1,0,118,118.0,189781.95742997024,-4986.522761484433,109.13956817200233
32,iteration=30/45 best_fitness=155935.94437615678,40,40,1,0,116,116.0,185518.4902225508,4263.467207419424,100.25843133899616
33,iteration=31/45 best_fitness=155935.94437615678,41,41,1,0,116,116.0,198346.39824928335,-12827.908026732533,123.33288899900799
34,iteration=32/45 best_fitness=155935.94437615678,42,42,1,0,115,115.0,206379.9562562815,-8033.5580069981515,100.61619813799916
35,iteration=33/45 best_fitness=138847.83595924973,43,43,1,1,117,117.0,138847.83595924973,67532.12029703177,94.41936589899706
36,iteration=34/45 best_fitness=138847.83595924973,44,44,1,0,118,118.0,189422.6432779378,-50574.80731868808,108.5582285450073
37,iteration=35/45 best_fitness=138847.83595924973,45,45,1,0,119,119.0,153023.21524256328,36399.42803537453,87.19499947299482
38,iteration=36/45 best_fitness=138847.83595924973,46,46,1,0,119,119.0,173537.08213481674,-20513.866892253456,118.68793525699584
39,iteration=37/45 best_fitness=138847.83595924973,47,47,1,0,116,116.0,183583.7693874364,-10046.687252619653,120.54904812200402
40,iteration=38/45 best_fitness=138847.83595924973,48,48,1,0,118,118.0,161980.02326893294,21603.746118503448,114.76323510499788
41,iteration=39/45 best_fitness=138847.83595924973,49,49,1,0,117,117.0,166045.87790507489,-4065.854636141943,134.32254373599426
42,iteration=40/45 best_fitness=138847.83595924973,50,50,1,0,113,113.0,182911.5063178227,-16865.628412747814,95.21309977200872
43,iteration=41/45 best_fitness=138847.83595924973,51,51,1,0,116,116.0,193278.64084767888,-10367.13452985618,121.1042383669992
44,iteration=42/45 best_fitness=138847.83595924973,52,52,1,0,118,118.0,176793.08052411565,16485.56032356323,103.13018867200299
45,iteration=43/45 best_fitness=138847.83595924973,53,53,1,0,116,116.0,184705.85446331452,-7912.7739391988725,96.91606637599762
46,iteration=44/45 best_fitness=138847.83595924973,54,54,1,0,115,115.0,171787.20660371045,12918.647859604069,110.80097946399474
47,iteration=45/45 best_fitness=138847.83595924973,55,55,1,0,120,120.0,178841.74015177522,-7054.533548064763,121.9263172380015
