group,run_count,median_objective,objective_ci_low,objective_ci_high,iqr_objective,cv_objective,success_share,median_runtime_sec,median_validation_gain_pct,validation_gain_ci_low,validation_gain_ci_high
20_dset_20260504T131739Z_job6996702,1,230874.68540608961,230874.68540608961,230874.68540608961,0.0,nan,0.0,127.4278157640947,18.001007781118282,18.001007781118282,18.001007781118282
