method,gain_ci_low,gain_ci_high
bo,25.095452538783093,35.34004208648091
de,33.07668775735717,42.99822700333918
ga,27.18611293810057,31.55738144863196
pso,31.077794962002848,39.084777877994924
rs,24.281145083942583,29.55607437462332
