phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,8.477945812046528e-06
2,init_best fitness=3.6486581091758374,1,22,22,1,218,9.909090909090908,3.6486581091758374,,64.82080195297021
3,generation=1/14 best_fitness=2.9346821391288835,23,43,21,1,363,17.285714285714285,2.9346821391288835,0.7139759700469539,81.30654529598542
4,generation=2/14 best_fitness=1.7710254814095316,44,64,21,1,612,29.142857142857142,1.7710254814095316,1.163656657719352,103.9396626460366
5,generation=3/14 best_fitness=1.7710254814095316,65,85,21,0,661,31.476190476190474,2.0599099790433657,-0.28888449763383406,109.27933441696223
6,generation=4/14 best_fitness=1.7249321530943966,86,106,21,1,754,35.904761904761905,1.7249321530943966,0.3349778259489691,128.57580647908617
7,generation=5/14 best_fitness=1.7249321530943966,107,127,21,0,809,38.523809523809526,1.7772150955414645,-0.05228294244706788,132.55325803498272
8,generation=6/14 best_fitness=1.7249321530943966,128,148,21,0,829,39.476190476190474,1.742960266060992,0.03425482948047254,134.6840612939559
9,generation=7/14 best_fitness=1.63264481159856,149,169,21,1,864,41.142857142857146,1.63264481159856,0.11031545446243207,139.5355169089744
10,generation=8/14 best_fitness=1.63264481159856,170,190,21,0,849,40.42857142857143,1.6460656349156344,-0.013420823317074504,137.724666992086
11,generation=9/14 best_fitness=1.6146504124412733,191,211,21,1,843,40.142857142857146,1.6146504124412733,0.031415222474361126,145.54771653795615
12,generation=10/14 best_fitness=1.6146504124412733,212,232,21,0,884,42.095238095238095,1.6153820660815639,-0.0007316536402905971,141.45505657198373
13,generation=11/14 best_fitness=1.6146504124412733,233,253,21,0,886,42.19047619047619,1.6331119809476689,-0.01772991486610498,147.02459104603622
14,generation=12/14 best_fitness=1.5611369505729829,254,274,21,1,873,41.57142857142857,1.5611369505729829,0.071975030374686,150.6177007650258
15,generation=13/14 best_fitness=1.5611369505729829,275,295,21,0,890,42.38095238095238,1.7480897622922682,-0.18695281171928535,151.70565180596896
16,generation=14/14 best_fitness=1.5611369505729829,296,316,21,0,870,41.42857142857143,1.6089811043949176,0.1391086578973506,152.6598330429988
