phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 popsize=10 maxiter=10 workers=56,1,0,0,0,0,,,,5.26895746588707e-06
2,generation=1/10 best_fitness=3.812059599238128,1,40,40,1,209,5.225,3.812059599238128,,103.85313425201457
3,generation=2/10 best_fitness=3.812059599238128,41,60,20,0,161,8.05,3.888351296659939,-0.07629169742181086,52.43905621499289
4,generation=3/10 best_fitness=2.8539001736345604,61,80,20,1,321,16.05,2.8539001736345604,1.0344511230253786,76.26807331002783
5,generation=4/10 best_fitness=2.2671462855458646,81,100,20,1,266,13.3,2.2671462855458646,0.5867538880886958,76.67962502001319
6,generation=5/10 best_fitness=1.9073938435841051,101,120,20,2,413,20.65,1.9073938435841051,0.3597524419617595,90.99886643397622
7,generation=6/10 best_fitness=1.9073938435841051,121,140,20,0,389,19.45,2.237091124815148,-0.3296972812310428,96.42564223497175
8,generation=7/10 best_fitness=1.6391532602136443,141,160,20,2,518,25.9,1.6391532602136443,0.5979378646015037,105.68191563803703
9,generation=8/10 best_fitness=1.631240423159824,161,180,20,1,583,29.15,1.631240423159824,0.007912837053820176,107.23165688302834
10,generation=9/10 best_fitness=1.631240423159824,181,200,20,0,597,29.85,1.6764220522403939,-0.045181629080569774,106.51650146394968
11,generation=10/10 best_fitness=1.631240423159824,201,220,20,0,686,34.3,1.7028014313112696,-0.02637937907087573,113.34705943800509
