new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,3,9.307039359991904,5386,5386,1.0,1.0327629732200876,,,
2,21,10.147132999962196,3682,6513,1.7688756110809343,0.9664034624875057,0.06635951073258184,6.425434727358323,17
3,23,10.869404333003331,2395,5511,2.3010438413361167,0.8999974884500261,0.06640597403747961,6.871454482018493,1
4,24,11.123818948981352,2132,5937,2.784709193245779,0.8930780235968996,0.006919464853126556,0.7688315736350825,0
5,28,12.2785047100042,2126,2793,1.3137347130761994,0.8736189148330595,0.01945910876384005,2.1788811559227357,3
6,30,12.843109858979005,2165,2165,1.0,0.8354756319604348,0.038143282872624695,4.366123744002672,1
7,31,13.073593145993073,2000,2000,1.0,0.8077649099577684,0.027710722002666444,3.3167600517137195,0
8,41,15.64224848896265,2000,2000,1.0,0.7549708205624484,0.05279408939532004,6.535823572489702,9
9,48,17.28641505597625,2000,2000,1.0,0.7390285064175259,0.01594231414492242,2.1116463988694956,6
10,50,17.721387972997036,2000,2000,1.0,0.7365049064683262,0.0025235999491997063,0.3414753189201011,1
11,69,21.955842886993196,2000,2000,1.0,0.7316204340895638,0.004884472378762439,0.6631961764089752,18
12,75,23.277551324979868,2000,2000,1.0,0.7275101149862166,0.004110319103347138,0.5618103201917894,5
13,78,23.94780521496432,2000,2000,1.0,0.7258869749493897,0.0016231400368269533,0.22310893050025912,2
14,119,33.04891317494912,2000,2000,1.0,0.7180269492964726,0.007860025652917102,1.0828167365126118,40
