phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.6460190787911415e-06
2,init_best fitness=1.333587433298817,1,18,18,1,1.333587433298817,,14.192072678008117
3,iteration=1/12 best_fitness=0.8764247386716306,19,36,18,8,0.8764247386716306,0.4571626946271863,5.433250512985978
4,iteration=2/12 best_fitness=0.8260978063044604,37,54,18,2,0.8260978063044604,0.05032693236717023,4.667797812027857
5,iteration=3/12 best_fitness=0.8163296079437714,55,72,18,1,0.8163296079437714,0.009768198360688984,4.406725519977044
6,iteration=4/12 best_fitness=0.8163296079437714,73,90,18,0,0.8836017447174527,-0.06727213677368127,4.652802014024928
7,iteration=5/12 best_fitness=0.8163296079437714,91,108,18,0,0.8988318230549339,-0.015230078337481245,4.610278143954929
8,iteration=6/12 best_fitness=0.8163296079437714,109,126,18,0,0.8926832699798979,0.006148553075036034,4.613684089039452
9,iteration=7/12 best_fitness=0.8163296079437714,127,144,18,0,0.9157939961878583,-0.023110726207960397,4.76860928197857
10,iteration=8/12 best_fitness=0.8163296079437714,145,162,18,0,0.9023776545363944,0.013416341651463881,4.643044436990749
11,iteration=9/12 best_fitness=0.8163296079437714,163,180,18,0,0.9221248726244085,-0.01974721808801405,4.67898242600495
12,iteration=10/12 best_fitness=0.8163296079437714,181,198,18,0,0.9181140572181903,0.004010815406218171,4.733796879008878
13,iteration=11/12 best_fitness=0.8163296079437714,199,216,18,0,0.9196014390327036,-0.0014873818145133555,4.7811954650096595
14,iteration=12/12 best_fitness=0.8163296079437714,217,234,18,0,0.9159096169751137,0.0036918220575898886,4.748953978996724
