new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,1.370724490028806,334,8651,25.90119760479042,18.232680987976508,0,,,
2,2,6.4029528519604355,13682,304619,22.264215757930128,3.3161072668254574,34,14.91657372115105,81.81228932260562,0
3,17,40.17715192097239,13763,380230,27.626970863910486,2.699199037702253,37,0.6169082291232044,18.603385822129233,14
4,27,84.16907071101014,13283,420295,31.641571934051044,2.380496412479899,39,0.31870262522235393,11.807303602688592,9
