event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,evaluation,1,0.655322159989737,21570,243124,11.271395456652758,2.9043048853927758,False,,2026-04-09T11:11:38.332609+00:00
2,new_best,1,0.6554527479456738,21570,243124,11.271395456652758,2.9043048853927758,True,,2026-04-09T11:11:38.332727+00:00
3,step,1,0.6555458119837567,,,,,False,step=1/60 new_best b1=21570 b2=243124 fitness=2.9043048853927758,2026-04-09T11:11:38.332819+00:00
4,evaluation,2,0.9731795349507593,4346,104304,24.0,1.2564103365002666,False,,2026-04-09T11:11:38.650460+00:00
5,new_best,2,0.9732463209656999,4346,104304,24.0,1.2564103365002666,True,,2026-04-09T11:11:38.650519+00:00
6,step,2,0.973323754966259,,,,,False,step=2/60 new_best b1=4347 b2=104328 fitness=1.2564103365002666,2026-04-09T11:11:38.650597+00:00
7,evaluation,3,1.7917750289780088,27776,443927,15.98239487327189,3.6434087133209685,False,,2026-04-09T11:11:39.469055+00:00
8,evaluation,4,2.5753128199721687,24887,597288,24.0,3.5964578157581855,False,,2026-04-09T11:11:40.252593+00:00
9,evaluation,5,2.886544036970008,5272,15061,2.8567905918057663,1.2498721096199006,False,,2026-04-09T11:11:40.563824+00:00
10,new_best,5,2.8866850229678676,5272,15061,2.8567905918057663,1.2498721096199006,True,,2026-04-09T11:11:40.563958+00:00
11,step,5,2.8867085659876466,,,,,False,step=5/60 new_best b1=5273 b2=15061 fitness=1.2498721096199006,2026-04-09T11:11:40.563981+00:00
12,evaluation,6,3.358068518980872,12099,151837,12.54954954954955,2.0022032688430045,False,,2026-04-09T11:11:41.035348+00:00
13,evaluation,7,3.5971913899993524,2475,9494,3.835959595959596,0.8696294745022897,False,,2026-04-09T11:11:41.274472+00:00
14,new_best,7,3.597264514944982,2475,9494,3.835959595959596,0.8696294745022897,True,,2026-04-09T11:11:41.274537+00:00
15,step,7,3.5973452929756604,,,,,False,step=7/60 new_best b1=2475 b2=9494 fitness=0.8696294745022897,2026-04-09T11:11:41.274619+00:00
16,evaluation,8,4.181378044944722,13786,330863,23.99992746264326,2.6289058690308593,False,,2026-04-09T11:11:41.858658+00:00
17,evaluation,9,4.418210515985265,2079,10941,5.262626262626263,0.8445204268791713,False,,2026-04-09T11:11:42.095490+00:00
18,new_best,9,4.418324919999577,2079,10941,5.262626262626263,0.8445204268791713,True,,2026-04-09T11:11:42.095599+00:00
19,step,9,4.4184221850009635,,,,,False,step=9/60 new_best b1=2079 b2=10942 fitness=0.8445204268791713,2026-04-09T11:11:42.095696+00:00
20,evaluation,10,4.888276150973979,12895,72776,5.643737882900349,1.9879457593488041,False,,2026-04-09T11:11:42.565556+00:00
21,evaluation,11,5.153015580959618,3118,16825,5.396087235407312,0.9772227623325307,False,,2026-04-09T11:11:42.830296+00:00
22,evaluation,12,5.476274892978836,5771,56318,9.758793969849247,1.2935540914477315,False,,2026-04-09T11:11:43.153555+00:00
23,evaluation,13,5.87786457297625,7798,187152,24.0,1.681634891370777,False,,2026-04-09T11:11:43.555145+00:00
24,evaluation,14,6.350426135992166,14232,34243,2.4060567734682405,2.0786354546435177,False,,2026-04-09T11:11:44.027706+00:00
25,evaluation,15,7.405365159967914,37841,666902,17.623794297190877,5.026835216383915,False,,2026-04-09T11:11:45.082645+00:00
26,evaluation,16,7.678133799985517,3256,21410,6.575552825552825,1.0096981417445932,False,,2026-04-09T11:11:45.355414+00:00
27,evaluation,17,7.999793715949636,7578,8209,1.0832673528635524,1.265265139983967,False,,2026-04-09T11:11:45.677074+00:00
28,evaluation,18,8.308413213992026,3822,56681,14.830193615907902,1.2378301444114186,False,,2026-04-09T11:11:45.985694+00:00
29,evaluation,19,8.58969878294738,3915,20630,5.2694763729246485,1.0682225178170484,False,,2026-04-09T11:11:46.266979+00:00
30,evaluation,20,9.674132025975268,44653,241234,5.402414171500235,5.142049984715413,False,,2026-04-09T11:11:47.351412+00:00
31,evaluation,21,10.505583796999417,31020,210818,6.796196002578982,3.8773545026779175,False,,2026-04-09T11:11:48.182865+00:00
32,evaluation,22,10.98421409697039,16448,16571,1.0074781128404668,2.0873827016330324,False,,2026-04-09T11:11:48.661494+00:00
33,evaluation,23,11.218111813999712,2652,3859,1.455128205128205,0.8283498204546049,False,,2026-04-09T11:11:48.895392+00:00
34,new_best,23,11.218184526951518,2652,3859,1.455128205128205,0.8283498204546049,True,,2026-04-09T11:11:48.895457+00:00
35,step,23,11.2182851669495,,,,,False,step=23/60 new_best b1=2652 b2=3859 fitness=0.8283498204546049,2026-04-09T11:11:48.895559+00:00
36,evaluation,24,11.7493323579547,13286,227855,17.150007526719854,2.35800367189222,False,,2026-04-09T11:11:49.426613+00:00
37,evaluation,25,12.030694161949214,2983,71591,23.999664767013073,1.0746916316857096,False,,2026-04-09T11:11:49.707975+00:00
38,evaluation,26,12.292881644971203,3257,11523,3.537918329751305,0.9640852236771025,False,,2026-04-09T11:11:49.970163+00:00
39,evaluation,27,13.021504545991775,24461,132196,5.404357957565104,3.355085291696014,False,,2026-04-09T11:11:50.698784+00:00
40,evaluation,28,13.815256164991297,24911,386798,15.527196820681626,3.4949064308661035,False,,2026-04-09T11:11:51.492536+00:00
41,evaluation,29,14.441105801961385,16258,384314,23.63845491450363,2.830580164270941,False,,2026-04-09T11:11:52.118386+00:00
42,evaluation,30,14.729081969999243,2819,67655,23.99964526427811,1.108650069189025,False,,2026-04-09T11:11:52.406362+00:00
43,evaluation,31,15.510341787943617,28411,149694,5.268874731618035,3.5705698146193754,False,,2026-04-09T11:11:53.187622+00:00
44,evaluation,32,15.793159207969438,2960,41732,14.098648648648648,1.0642919239180628,False,,2026-04-09T11:11:53.470440+00:00
45,evaluation,33,16.052756314980797,3290,16827,5.1145896656534955,0.9780226600123569,False,,2026-04-09T11:11:53.730039+00:00
46,evaluation,34,16.364439716970082,3961,95063,23.99974753850038,1.2410039406386204,False,,2026-04-09T11:11:54.041722+00:00
47,evaluation,35,17.30564096797025,37324,133373,3.5733844175329548,4.188262636854779,False,,2026-04-09T11:11:54.982920+00:00
48,evaluation,36,18.27434193697991,38375,192318,5.011543973941368,4.561268575780559,False,,2026-04-09T11:11:55.951624+00:00
49,evaluation,37,19.33764560194686,37643,751078,19.952660521212444,5.03308698447654,False,,2026-04-09T11:11:57.014926+00:00
50,evaluation,38,19.683854135975707,5665,80654,14.237246248896735,1.394578335195547,False,,2026-04-09T11:11:57.361135+00:00
51,evaluation,39,20.207645313988905,13129,226700,17.267118592428975,2.303396657167468,False,,2026-04-09T11:11:57.884925+00:00
52,evaluation,40,20.527751343965065,4389,105335,23.999772157666893,1.2707702479383443,False,,2026-04-09T11:11:58.205032+00:00
53,evaluation,41,20.83461753098527,3277,78648,24.0,1.2018041862174869,False,,2026-04-09T11:11:58.511898+00:00
54,evaluation,42,21.550691667944193,26877,65303,2.42969825501358,3.1636033489368858,False,,2026-04-09T11:11:59.227974+00:00
55,evaluation,43,21.794604480965063,2373,3992,1.682258744205647,0.876675695850281,False,,2026-04-09T11:11:59.471885+00:00
56,evaluation,44,22.107233857968822,3663,87912,24.0,1.2003740635409486,False,,2026-04-09T11:11:59.784513+00:00
57,evaluation,45,22.67777719994774,15691,180249,11.487413166783506,2.526097613852471,False,,2026-04-09T11:12:00.355057+00:00
58,evaluation,46,23.31697299797088,17525,420600,24.0,2.878993129823357,False,,2026-04-09T11:12:00.994254+00:00
59,evaluation,47,23.58879814395914,2427,22775,9.38401318500206,1.0443228692456614,False,,2026-04-09T11:12:01.266079+00:00
60,evaluation,48,24.60596734296996,38108,404249,10.607982575837095,4.809165017300984,False,,2026-04-09T11:12:02.283248+00:00
61,evaluation,49,24.919845567957964,5077,53643,10.565885365373251,1.2318673410627525,False,,2026-04-09T11:12:02.597127+00:00
62,evaluation,50,25.215526556945406,3127,75048,24.0,1.1660208423272707,False,,2026-04-09T11:12:02.892807+00:00
63,evaluation,51,25.958928955951706,26316,99961,3.798487612099103,3.4047806607559323,False,,2026-04-09T11:12:03.636209+00:00
64,evaluation,52,26.47096176998457,15216,107393,7.057899579390115,2.253142074070638,False,,2026-04-09T11:12:04.148242+00:00
65,evaluation,53,26.90845080296276,8287,198887,23.99987932906963,1.8792430383036844,False,,2026-04-09T11:12:04.585732+00:00
66,evaluation,54,27.19412687694421,2920,70079,23.999657534246577,1.0863175351696555,False,,2026-04-09T11:12:04.871407+00:00
67,evaluation,55,27.450174342957325,2765,10830,3.9168173598553344,0.9360681109537836,False,,2026-04-09T11:12:05.127455+00:00
68,evaluation,56,27.814619631972164,5125,123000,24.0,1.4544980679638684,False,,2026-04-09T11:12:05.491904+00:00
69,evaluation,57,28.581087020982523,22520,540479,23.99995559502664,3.5000937637814786,False,,2026-04-09T11:12:06.258367+00:00
70,evaluation,58,28.98567639599787,7179,172296,24.0,1.6788787243131083,False,,2026-04-09T11:12:06.662956+00:00
71,evaluation,59,29.24243006197503,2015,36505,18.116625310173696,0.9393352423212491,False,,2026-04-09T11:12:06.919711+00:00
72,evaluation,60,29.61214480199851,7550,51127,6.771788079470198,1.498914863099344,False,,2026-04-09T11:12:04.819092+00:00
