phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.030996933579445e-06
2,init_best fitness=0.8124703503563069,1,18,18,1,0.8124703503563069,,7.924200692970771
3,iteration=1/12 best_fitness=0.8124703503563069,19,36,18,0,0.8148188552004285,-0.002348504844121635,5.548950495023746
4,iteration=2/12 best_fitness=0.8124703503563069,37,54,18,0,0.8183963815681636,-0.0035775263677351177,4.662661915994249
5,iteration=3/12 best_fitness=0.8124703503563069,55,72,18,0,0.8412278192699887,-0.022831437701825052,4.610787770012394
6,iteration=4/12 best_fitness=0.8124703503563069,73,90,18,0,0.8254644975822885,0.015763321687700227,4.270605536003131
7,iteration=5/12 best_fitness=0.8124703503563069,91,108,18,0,0.8371033930743579,-0.011638895492069423,4.2868722199928015
8,iteration=6/12 best_fitness=0.8124703503563069,109,126,18,0,0.836410741409054,0.0006926516653038561,4.357605081982911
9,iteration=7/12 best_fitness=0.8124703503563069,127,144,18,0,0.8399151400080882,-0.0035043985990341753,4.4511937960051
10,iteration=8/12 best_fitness=0.8124703503563069,145,162,18,0,0.8524802704632748,-0.01256513045518659,4.509086528036278
11,iteration=9/12 best_fitness=0.8124703503563069,163,180,18,0,0.8931472064286936,-0.040666935965418816,4.597677865996957
12,iteration=10/12 best_fitness=0.8124703503563069,181,198,18,0,0.907368274347391,-0.014221067918697372,4.670378547976725
13,iteration=11/12 best_fitness=0.8124703503563069,199,216,18,0,0.9103143769898452,-0.002946102642454207,4.763752937025856
14,iteration=12/12 best_fitness=0.8124703503563069,217,234,18,0,0.9259454900748096,-0.015631113084964454,4.710711356950924
