phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 initial_samples=16 iterations=22 candidate_pool=2500 workers=56,1,0,0,0,0,,,,5.729991244152188e-06
2,initial_design_completed points=16,1,16,16,2,60,3.75,-0.12292310948767389,,38.88192242500372
3,iteration=1/22 best_fitness=-0.12292310948767389,17,17,1,0,42,42.0,3.003890889562985,-3.1268139990506585,6.774791350006126
4,iteration=2/22 best_fitness=-0.12292310948767389,18,18,1,0,28,28.0,0.5908222930188884,2.4130685965440963,5.008702559993253
5,iteration=3/22 best_fitness=-0.12292310948767389,19,19,1,0,26,26.0,6.333816465555223,-5.742994172536335,6.887808681000024
6,iteration=4/22 best_fitness=-0.12292310948767389,20,20,1,0,28,28.0,0.11081587399741219,6.2230005915578115,4.874548199994024
7,iteration=5/22 best_fitness=-0.12292310948767389,21,21,1,0,15,15.0,0.9469709716325933,-0.836155097635181,2.883426865999354
8,iteration=6/22 best_fitness=-0.12292310948767389,22,22,1,0,4,4.0,5.448527322896684,-4.501556351264091,2.2269370980066014
9,iteration=7/22 best_fitness=-0.16114128625507437,23,23,1,1,26,26.0,-0.16114128625507437,5.6096686091517585,3.8259484059963142
10,iteration=8/22 best_fitness=-0.16114128625507437,24,24,1,0,18,18.0,0.819776536598419,-0.9809178228534934,4.259134677005932
11,iteration=9/22 best_fitness=-0.16114128625507437,25,25,1,0,23,23.0,0.32456704964847244,0.49520948694994654,4.733389927001554
12,iteration=10/22 best_fitness=-0.16927215634695017,26,26,1,1,31,31.0,-0.16927215634695017,0.49383920599542264,4.726488742002402
13,iteration=11/22 best_fitness=-0.16927215634695017,27,27,1,0,28,28.0,2.1824013659040755,-2.351673522251026,5.6529670329910005
14,iteration=12/22 best_fitness=-0.16927215634695017,28,28,1,0,5,5.0,4.951432753043188,-2.769031387139113,2.374838596995687
15,iteration=13/22 best_fitness=-0.16927215634695017,29,29,1,0,12,12.0,1.962519642199476,2.988913110843712,3.0377023510081926
16,iteration=14/22 best_fitness=-0.16927215634695017,30,30,1,0,17,17.0,0.7518724000439295,1.2106472421555465,4.08609045400226
17,iteration=15/22 best_fitness=-0.16927215634695017,31,31,1,0,23,23.0,1.0645582125914916,-0.3126858125475621,4.80989918600244
18,iteration=16/22 best_fitness=-0.16927215634695017,32,32,1,0,8,8.0,3.6654417825415866,-2.6008835699500947,3.313929868993
19,iteration=17/22 best_fitness=-0.16927215634695017,33,33,1,0,19,19.0,0.312292608305096,3.3531491742364907,3.8828717349970248
20,iteration=18/22 best_fitness=-0.16927215634695017,34,34,1,0,23,23.0,0.012376353789143061,0.29991625451595294,4.067026242002612
21,iteration=19/22 best_fitness=-0.2737085931414875,35,35,1,1,27,27.0,-0.2737085931414875,0.2860849469306305,3.4433445320028113
22,iteration=20/22 best_fitness=-0.2737085931414875,36,36,1,0,23,23.0,-0.2209778679585409,-0.05273072518294658,3.3496934979921207
23,iteration=21/22 best_fitness=-0.2737085931414875,37,37,1,0,17,17.0,0.5759465495231053,-0.7969244174816462,3.229113776003942
24,iteration=22/22 best_fitness=-0.2737085931414875,38,38,1,0,25,25.0,-0.20760800055873999,0.7835545500818453,3.607043602009071
