analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
seed=10007,3,0.6531195326242596,0.020682133219088406,62.615560965030454,36.540428006032016,220,0.6666666666666666,0.0029496667122690602,0.010758614277656736,0.5495208596694283,25.087010099272174
