JobID;JobName;Partition;State;ExitCode;Elapsed;ElapsedRaw;Start;End;NodeList;AllocCPUS;NNodes;Reason;Timelimit;TimelimitRaw;WorkDir;ReqMem;MaxRSS;CPUTime;CPUTimeRAW
6993066;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:04;4;2026-05-03T13:08:44;2026-05-03T13:08:48;n01p188;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:03:44;224
6993066.batch;batch;;COMPLETED;0:0;00:00:04;4;2026-05-03T13:08:44;2026-05-03T13:08:48;n01p188;56;1;;;;;0n;0;00:03:44;224
6993067;ecm_opt_de_single;tornado;CANCELLED by 50832;0:0;00:01:02;62;2026-05-03T13:08:54;2026-05-03T13:09:56;n01p188;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:57:52;3472
6993067.batch;batch;;CANCELLED;0:15;00:01:04;64;2026-05-03T13:08:54;2026-05-03T13:09:58;n01p188;56;1;;;;;0n;301704K;00:59:44;3584
6993069;ecm_opt_rs_single;tornado;CANCELLED by 50832;0:0;00:01:02;62;2026-05-03T13:08:54;2026-05-03T13:09:56;n01p517;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:57:52;3472
6993069.batch;batch;;CANCELLED;0:15;00:01:04;64;2026-05-03T13:08:54;2026-05-03T13:09:58;n01p517;56;1;;;;;0n;300424K;00:59:44;3584
6993080;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:03;3;2026-05-03T13:09:46;2026-05-03T13:09:49;n01p519;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:02:48;168
6993080.batch;batch;;COMPLETED;0:0;00:00:03;3;2026-05-03T13:09:46;2026-05-03T13:09:49;n01p519;56;1;;;;;0n;0;00:02:48;168
6993080.0;ecm-optimizer;;COMPLETED;0:0;00:00:01;1;2026-05-03T13:09:48;2026-05-03T13:09:49;n01p519;2;1;;;;;0n;0;00:00:02;2
6993081;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:03;3;2026-05-03T13:09:49;2026-05-03T13:09:52;n01p521;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:02:48;168
6993081.batch;batch;;COMPLETED;0:0;00:00:03;3;2026-05-03T13:09:49;2026-05-03T13:09:52;n01p521;56;1;;;;;0n;0;00:02:48;168
6993082;ecm_opt_de_single;tornado;CANCELLED by 50832;0:0;00:00:02;2;2026-05-03T13:09:54;2026-05-03T13:09:56;n01p519;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:01:52;112
6993082.batch;batch;;CANCELLED;0:15;00:00:03;3;2026-05-03T13:09:54;2026-05-03T13:09:57;n01p519;56;1;;;;;0n;0;00:02:48;168
6993084;ecm_opt_rs_single;tornado;CANCELLED by 50832;0:0;00:00:02;2;2026-05-03T13:09:54;2026-05-03T13:09:56;n01p521;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:01:52;112
6993084.batch;batch;;CANCELLED;0:15;00:00:03;3;2026-05-03T13:09:54;2026-05-03T13:09:57;n01p521;56;1;;;;;0n;0;00:02:48;168
6993097;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:05;5;2026-05-03T13:17:38;2026-05-03T13:17:43;n01p124;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:04:40;280
6993097.batch;batch;;COMPLETED;0:0;00:00:05;5;2026-05-03T13:17:38;2026-05-03T13:17:43;n01p124;56;1;;;;;0n;0;00:04:40;280
6993097.0;ecm-optimizer;;COMPLETED;0:0;00:00:01;1;2026-05-03T13:17:42;2026-05-03T13:17:43;n01p124;2;1;;;;;0n;0;00:00:02;2
6993099;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:05;5;2026-05-03T13:17:44;2026-05-03T13:17:49;n01p124;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:04:40;280
6993099.batch;batch;;COMPLETED;0:0;00:00:05;5;2026-05-03T13:17:44;2026-05-03T13:17:49;n01p124;56;1;;;;;0n;0;00:04:40;280
6993100;ecm_opt_de_single;tornado;COMPLETED;0:0;00:13:29;809;2026-05-03T13:17:55;2026-05-03T13:31:24;n01p124;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;12:35:04;45304
6993100.batch;batch;;COMPLETED;0:0;00:13:29;809;2026-05-03T13:17:55;2026-05-03T13:31:24;n01p124;56;1;;;;;0n;308428K;12:35:04;45304
6993101;ecm_val_de_single;tornado;COMPLETED;0:0;00:00:27;27;2026-05-03T13:31:25;2026-05-03T13:31:52;n01p124;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:25:12;1512
6993101.batch;batch;;COMPLETED;0:0;00:00:27;27;2026-05-03T13:31:25;2026-05-03T13:31:52;n01p124;56;1;;;;;0n;0;00:25:12;1512
6993102;ecm_opt_rs_single;tornado;COMPLETED;0:0;00:02:51;171;2026-05-03T13:17:55;2026-05-03T13:20:46;n01p188;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:39:36;9576
6993102.batch;batch;;COMPLETED;0:0;00:02:51;171;2026-05-03T13:17:55;2026-05-03T13:20:46;n01p188;56;1;;;;;0n;305288K;02:39:36;9576
6993103;ecm_val_rs_single;tornado;COMPLETED;0:0;00:00:31;31;2026-05-03T13:20:55;2026-05-03T13:21:26;n01p188;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:28:56;1736
6993103.batch;batch;;COMPLETED;0:0;00:00:31;31;2026-05-03T13:20:55;2026-05-03T13:21:26;n01p188;56;1;;;;;0n;134276K;00:28:56;1736
6993104;ecm_opt_pso_single;tornado;COMPLETED;0:0;00:22:14;1334;2026-05-03T13:31:25;2026-05-03T13:53:39;n01p246;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;20:45:04;74704
6993104.batch;batch;;COMPLETED;0:0;00:22:14;1334;2026-05-03T13:31:25;2026-05-03T13:53:39;n01p246;56;1;;;;;0n;200300K;20:45:04;74704
6993105;ecm_val_pso_single;tornado;COMPLETED;0:0;00:00:32;32;2026-05-03T13:53:54;2026-05-03T13:54:26;n01p246;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:29:52;1792
6993105.batch;batch;;COMPLETED;0:0;00:00:32;32;2026-05-03T13:53:54;2026-05-03T13:54:26;n01p246;56;1;;;;;0n;123880K;00:29:52;1792
6993106;ecm_opt_bo_single;tornado;COMPLETED;0:0;00:02:26;146;2026-05-03T13:20:55;2026-05-03T13:23:21;n01p214;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:16:16;8176
6993106.batch;batch;;COMPLETED;0:0;00:02:26;146;2026-05-03T13:20:55;2026-05-03T13:23:21;n01p214;56;1;;;;;0n;198308K;02:16:16;8176
6993107;ecm_val_bo_single;tornado;COMPLETED;0:0;00:00:32;32;2026-05-03T13:23:25;2026-05-03T13:23:57;n01p214;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:29:52;1792
6993107.batch;batch;;COMPLETED;0:0;00:00:32;32;2026-05-03T13:23:25;2026-05-03T13:23:57;n01p214;56;1;;;;;0n;132100K;00:29:52;1792
6993108;ecm_opt_ga_single;tornado;COMPLETED;0:0;00:26:41;1601;2026-05-03T13:54:56;2026-05-03T14:21:37;n01p246;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;1-00:54:16;89656
6993108.batch;batch;;COMPLETED;0:0;00:26:41;1601;2026-05-03T13:54:56;2026-05-03T14:21:37;n01p246;56;1;;;;;0n;308604K;1-00:54:16;89656
6993109;ecm_val_ga_single;tornado;COMPLETED;0:0;00:00:33;33;2026-05-03T14:22:04;2026-05-03T14:22:37;n01p068;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:30:48;1848
6993109.batch;batch;;COMPLETED;0:0;00:00:33;33;2026-05-03T14:22:04;2026-05-03T14:22:37;n01p068;56;1;;;;;0n;105424K;00:30:48;1848
6993110;ecm_analysis_single_dataset_all_methods;tornado;COMPLETED;0:0;00:00:14;14;2026-05-03T14:23:04;2026-05-03T14:23:18;n01p068;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:13:04;784
6993110.batch;batch;;COMPLETED;0:0;00:00:14;14;2026-05-03T14:23:04;2026-05-03T14:23:18;n01p068;56;1;;;;;0n;0;00:13:04;784
6993841;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:04;4;2026-05-04T01:34:36;2026-05-04T01:34:40;n01p534;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:03:44;224
6993841.batch;batch;;COMPLETED;0:0;00:00:04;4;2026-05-04T01:34:36;2026-05-04T01:34:40;n01p534;56;1;;;;;0n;0;00:03:44;224
6993841.0;ecm-optimizer;;COMPLETED;0:0;00:00:01;1;2026-05-04T01:34:39;2026-05-04T01:34:40;n01p534;2;1;;;;;0n;0;00:00:02;2
6993842;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:03;3;2026-05-04T01:34:41;2026-05-04T01:34:44;n01p534;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:02:48;168
6993842.batch;batch;;COMPLETED;0:0;00:00:03;3;2026-05-04T01:34:41;2026-05-04T01:34:44;n01p534;56;1;;;;;0n;0;00:02:48;168
6993843;ecm_opt_de_single;tornado;COMPLETED;0:0;00:14:36;876;2026-05-04T01:35:11;2026-05-04T01:49:47;n01p534;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;13:37:36;49056
6993843.batch;batch;;COMPLETED;0:0;00:14:36;876;2026-05-04T01:35:11;2026-05-04T01:49:47;n01p534;56;1;;;;;0n;304348K;13:37:36;49056
6993844;ecm_val_de_single;tornado;COMPLETED;0:0;00:00:34;34;2026-05-04T01:50:11;2026-05-04T01:50:45;n01p534;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:31:44;1904
6993844.batch;batch;;COMPLETED;0:0;00:00:34;34;2026-05-04T01:50:11;2026-05-04T01:50:45;n01p534;56;1;;;;;0n;99596K;00:31:44;1904
6993845;ecm_opt_rs_single;tornado;COMPLETED;0:0;00:02:49;169;2026-05-04T01:35:11;2026-05-04T01:38:00;n01p079;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:37:44;9464
6993845.batch;batch;;COMPLETED;0:0;00:02:49;169;2026-05-04T01:35:11;2026-05-04T01:38:00;n01p079;56;1;;;;;0n;309396K;02:37:44;9464
6993846;ecm_val_rs_single;tornado;COMPLETED;0:0;00:00:32;32;2026-05-04T01:38:11;2026-05-04T01:38:43;n01p053;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:29:52;1792
6993846.batch;batch;;COMPLETED;0:0;00:00:32;32;2026-05-04T01:38:11;2026-05-04T01:38:43;n01p053;56;1;;;;;0n;118264K;00:29:52;1792
6993847;ecm_opt_pso_single;tornado;COMPLETED;0:0;00:22:25;1345;2026-05-04T01:50:11;2026-05-04T02:12:36;n01p078;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;20:55:20;75320
6993847.batch;batch;;COMPLETED;0:0;00:22:25;1345;2026-05-04T01:50:11;2026-05-04T02:12:36;n01p078;56;1;;;;;0n;312748K;20:55:20;75320
6993848;ecm_val_pso_single;tornado;COMPLETED;0:0;00:00:29;29;2026-05-04T02:12:43;2026-05-04T02:13:12;n01p078;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:27:04;1624
6993848.batch;batch;;COMPLETED;0:0;00:00:29;29;2026-05-04T02:12:43;2026-05-04T02:13:12;n01p078;56;1;;;;;0n;0;00:27:04;1624
6993849;ecm_opt_bo_single;tornado;COMPLETED;0:0;00:02:41;161;2026-05-04T01:38:11;2026-05-04T01:40:52;n01p079;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:30:16;9016
6993849.batch;batch;;COMPLETED;0:0;00:02:41;161;2026-05-04T01:38:11;2026-05-04T01:40:52;n01p079;56;1;;;;;0n;309588K;02:30:16;9016
6993850;ecm_val_bo_single;tornado;COMPLETED;0:0;00:00:29;29;2026-05-04T01:41:11;2026-05-04T01:41:40;n01p053;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:27:04;1624
6993850.batch;batch;;COMPLETED;0:0;00:00:29;29;2026-05-04T01:41:11;2026-05-04T01:41:40;n01p053;56;1;;;;;0n;0;00:27:04;1624
6993851;ecm_opt_ga_single;tornado;COMPLETED;0:0;00:26:18;1578;2026-05-04T02:13:13;2026-05-04T02:39:31;n01p078;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;1-00:32:48;88368
6993851.batch;batch;;COMPLETED;0:0;00:26:18;1578;2026-05-04T02:13:13;2026-05-04T02:39:31;n01p078;56;1;;;;;0n;312856K;1-00:32:48;88368
6993852;ecm_val_ga_single;tornado;COMPLETED;0:0;00:00:31;31;2026-05-04T02:39:45;2026-05-04T02:40:16;n01p078;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:28:56;1736
6993852.batch;batch;;COMPLETED;0:0;00:00:31;31;2026-05-04T02:39:45;2026-05-04T02:40:16;n01p078;56;1;;;;;0n;135540K;00:28:56;1736
6993853;ecm_analysis_single_dataset_all_methods;tornado;COMPLETED;0:0;00:00:11;11;2026-05-04T02:40:18;2026-05-04T02:40:29;n01p078;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:10:16;616
6993853.batch;batch;;COMPLETED;0:0;00:00:11;11;2026-05-04T02:40:18;2026-05-04T02:40:29;n01p078;56;1;;;;;0n;0;00:10:16;616
6996701;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:05;5;2026-05-04T16:17:29;2026-05-04T16:17:34;n01p181;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:04:40;280
6996701.batch;batch;;COMPLETED;0:0;00:00:05;5;2026-05-04T16:17:29;2026-05-04T16:17:34;n01p181;56;1;;;;;0n;0;00:04:40;280
6996701.0;ecm-optimizer;;COMPLETED;0:0;00:00:01;1;2026-05-04T16:17:33;2026-05-04T16:17:34;n01p181;2;1;;;;;0n;0;00:00:02;2
6996702;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:04;4;2026-05-04T16:17:35;2026-05-04T16:17:39;n01p053;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:03:44;224
6996702.batch;batch;;COMPLETED;0:0;00:00:04;4;2026-05-04T16:17:35;2026-05-04T16:17:39;n01p053;56;1;;;;;0n;0;00:03:44;224
6996703;ecm_opt_de_single;tornado;COMPLETED;0:0;00:13:29;809;2026-05-04T16:17:44;2026-05-04T16:31:13;n01p053;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;12:35:04;45304
6996703.batch;batch;;COMPLETED;0:0;00:13:29;809;2026-05-04T16:17:44;2026-05-04T16:31:13;n01p053;56;1;;;;;0n;317532K;12:35:04;45304
6996704;ecm_val_de_single;tornado;COMPLETED;0:0;00:00:41;41;2026-05-04T16:31:14;2026-05-04T16:31:55;n01p053;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:38:16;2296
6996704.batch;batch;;COMPLETED;0:0;00:00:41;41;2026-05-04T16:31:14;2026-05-04T16:31:55;n01p053;56;1;;;;;0n;89992K;00:38:16;2296
6996705;ecm_opt_rs_single;tornado;COMPLETED;0:0;00:02:58;178;2026-05-04T16:17:44;2026-05-04T16:20:42;n01p087;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:46:08;9968
6996705.batch;batch;;COMPLETED;0:0;00:02:58;178;2026-05-04T16:17:44;2026-05-04T16:20:42;n01p087;56;1;;;;;0n;303620K;02:46:08;9968
6996706;ecm_val_rs_single;tornado;COMPLETED;0:0;00:00:35;35;2026-05-04T16:20:44;2026-05-04T16:21:19;n01p041;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:32:40;1960
6996706.batch;batch;;COMPLETED;0:0;00:00:35;35;2026-05-04T16:20:44;2026-05-04T16:21:19;n01p041;56;1;;;;;0n;98888K;00:32:40;1960
6996707;ecm_opt_pso_single;tornado;COMPLETED;0:0;00:22:54;1374;2026-05-04T16:17:44;2026-05-04T16:40:38;n01p181;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;21:22:24;76944
6996707.batch;batch;;COMPLETED;0:0;00:22:54;1374;2026-05-04T16:17:44;2026-05-04T16:40:38;n01p181;56;1;;;;;0n;310428K;21:22:24;76944
6996708;ecm_val_pso_single;tornado;COMPLETED;0:0;00:00:40;40;2026-05-04T16:40:44;2026-05-04T16:41:24;n01p181;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:37:20;2240
6996708.batch;batch;;COMPLETED;0:0;00:00:40;40;2026-05-04T16:40:44;2026-05-04T16:41:24;n01p181;56;1;;;;;0n;88972K;00:37:20;2240
6996709;ecm_opt_bo_single;tornado;COMPLETED;0:0;00:02:28;148;2026-05-04T16:17:44;2026-05-04T16:20:12;n01p082;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;02:18:08;8288
6996709.batch;batch;;COMPLETED;0:0;00:02:28;148;2026-05-04T16:17:44;2026-05-04T16:20:12;n01p082;56;1;;;;;0n;308368K;02:18:08;8288
6996710;ecm_val_bo_single;tornado;COMPLETED;0:0;00:00:28;28;2026-05-04T16:20:14;2026-05-04T16:20:42;n01p041;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:26:08;1568
6996710.batch;batch;;COMPLETED;0:0;00:00:28;28;2026-05-04T16:20:14;2026-05-04T16:20:42;n01p041;56;1;;;;;0n;0;00:26:08;1568
6996711;ecm_opt_ga_single;tornado;COMPLETED;0:0;00:27:02;1622;2026-05-04T16:31:14;2026-05-04T16:58:16;n01p184;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;1-01:13:52;90832
6996711.batch;batch;;COMPLETED;0:0;00:27:02;1622;2026-05-04T16:31:14;2026-05-04T16:58:16;n01p184;56;1;;;;;0n;309980K;1-01:13:52;90832
6996712;ecm_val_ga_single;tornado;COMPLETED;0:0;00:00:36;36;2026-05-04T16:58:18;2026-05-04T16:58:54;n01p184;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:33:36;2016
6996712.batch;batch;;COMPLETED;0:0;00:00:36;36;2026-05-04T16:58:18;2026-05-04T16:58:54;n01p184;56;1;;;;;0n;92688K;00:33:36;2016
6996713;ecm_analysis_single_dataset_all_methods;tornado;COMPLETED;0:0;00:00:21;21;2026-05-04T16:58:58;2026-05-04T16:59:19;n01p189;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:19:36;1176
6996713.batch;batch;;COMPLETED;0:0;00:00:21;21;2026-05-04T16:58:58;2026-05-04T16:59:19;n01p189;56;1;;;;;0n;0;00:19:36;1176
7000158;ecm_plan_multi;tornado;FAILED;2:0;00:00:04;4;2026-05-05T01:18:52;2026-05-05T01:18:56;n01p117;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:03:44;224
7000158.batch;batch;;FAILED;2:0;00:00:04;4;2026-05-05T01:18:52;2026-05-05T01:18:56;n01p117;56;1;;;;;0n;0;00:03:44;224
7000159;ecm_plan_multi;tornado;FAILED;2:0;00:00:05;5;2026-05-05T01:29:08;2026-05-05T01:29:13;n01p034;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:04:40;280
7000159.batch;batch;;FAILED;2:0;00:00:05;5;2026-05-05T01:29:08;2026-05-05T01:29:13;n01p034;56;1;;;;;0n;0;00:04:40;280
7000159.0;ecm-optimizer;;FAILED;2:0;00:00:00;0;2026-05-05T01:29:13;2026-05-05T01:29:13;n01p034;2;1;;;;;0n;0;00:00:00;0
7000522;ecm_plan_multi;tornado;FAILED;2:0;00:00:07;7;2026-05-05T03:21:30;2026-05-05T03:21:37;n01p094;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:06:32;392
7000522.batch;batch;;FAILED;2:0;00:00:07;7;2026-05-05T03:21:30;2026-05-05T03:21:37;n01p094;56;1;;;;;0n;0;00:06:32;392
7000522.0;python;;FAILED;2:0;00:00:00;0;2026-05-05T03:21:37;2026-05-05T03:21:37;n01p094;2;1;;;;;0n;0;00:00:00;0
7000523;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:09;9;2026-05-05T03:48:17;2026-05-05T03:48:26;n01p034;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:08:24;504
7000523.batch;batch;;COMPLETED;0:0;00:00:09;9;2026-05-05T03:48:17;2026-05-05T03:48:26;n01p034;56;1;;;;;0n;0;00:08:24;504
7000523.0;ecm-optimizer;;COMPLETED;0:0;00:00:01;1;2026-05-05T03:48:25;2026-05-05T03:48:26;n01p034;2;1;;;;;0n;0;00:00:02;2
7000524;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:05;5;2026-05-05T03:48:27;2026-05-05T03:48:32;n01p034;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:04:40;280
7000524.batch;batch;;COMPLETED;0:0;00:00:05;5;2026-05-05T03:48:27;2026-05-05T03:48:32;n01p034;56;1;;;;;0n;0;00:04:40;280
7000525;ecm_opt_de_single;tornado;CANCELLED by 50832;0:0;00:22:27;1347;2026-05-05T03:48:49;2026-05-05T04:11:16;n01p034;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;20:57:12;75432
7000525.batch;batch;;CANCELLED;0:15;00:22:28;1348;2026-05-05T03:48:49;2026-05-05T04:11:17;n01p034;56;1;;;;;0n;225632K;20:58:08;75488
7000527;ecm_opt_rs_single;tornado;COMPLETED;0:0;00:09:36;576;2026-05-05T03:48:49;2026-05-05T03:58:25;n01p094;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;08:57:36;32256
7000527.batch;batch;;COMPLETED;0:0;00:09:36;576;2026-05-05T03:48:49;2026-05-05T03:58:25;n01p094;56;1;;;;;0n;235320K;08:57:36;32256
7000528;ecm_val_rs_single;tornado;COMPLETED;0:0;00:04:16;256;2026-05-05T03:58:49;2026-05-05T04:03:05;n01p094;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;03:58:56;14336
7000528.batch;batch;;COMPLETED;0:0;00:04:16;256;2026-05-05T03:58:49;2026-05-05T04:03:05;n01p094;56;1;;;;;0n;279024K;03:58:56;14336
7000531;ecm_opt_bo_single;tornado;COMPLETED;0:0;00:06:30;390;2026-05-05T03:58:49;2026-05-05T04:05:19;n01p097;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;06:04:00;21840
7000531.batch;batch;;COMPLETED;0:0;00:06:30;390;2026-05-05T03:58:49;2026-05-05T04:05:19;n01p097;56;1;;;;;0n;342060K;06:04:00;21840
7000532;ecm_val_bo_single;tornado;COMPLETED;0:0;00:04:23;263;2026-05-05T04:05:19;2026-05-05T04:09:42;n01p094;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;04:05:28;14728
7000532.batch;batch;;COMPLETED;0:0;00:04:23;263;2026-05-05T04:05:19;2026-05-05T04:09:42;n01p094;56;1;;;;;0n;395276K;04:05:28;14728
7000539;ecm_plan_multi;tornado;COMPLETED;0:0;00:00:06;6;2026-05-05T04:20:56;2026-05-05T04:21:02;n01p034;56;1;None;02:00:00;120;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:05:36;336
7000539.batch;batch;;COMPLETED;0:0;00:00:06;6;2026-05-05T04:20:56;2026-05-05T04:21:02;n01p034;56;1;;;;;0n;0;00:05:36;336
7000539.0;ecm-optimizer;;COMPLETED;0:0;00:00:00;0;2026-05-05T04:21:01;2026-05-05T04:21:01;n01p034;2;1;;;;;0n;0;00:00:00;0
7000540;ecm_dataset_20_single;tornado;COMPLETED;0:0;00:00:11;11;2026-05-05T04:21:20;2026-05-05T04:21:31;n01p034;56;1;None;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;00:10:16;616
7000540.batch;batch;;COMPLETED;0:0;00:00:11;11;2026-05-05T04:21:20;2026-05-05T04:21:31;n01p034;56;1;;;;;0n;0;00:10:16;616
7000541;ecm_opt_de_single;tornado;COMPLETED;0:0;00:42:26;2546;2026-05-05T04:21:50;2026-05-05T05:04:16;n01p034;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;1-15:36:16;142576
7000541.batch;batch;;COMPLETED;0:0;00:42:26;2546;2026-05-05T04:21:50;2026-05-05T05:04:16;n01p034;56;1;;;;;0n;226332K;1-15:36:16;142576
7000542;ecm_val_de_single;tornado;COMPLETED;0:0;00:04:26;266;2026-05-05T05:04:20;2026-05-05T05:08:46;n01p034;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;04:08:16;14896
7000542.batch;batch;;COMPLETED;0:0;00:04:26;266;2026-05-05T05:04:20;2026-05-05T05:08:46;n01p034;56;1;;;;;0n;391448K;04:08:16;14896
7000543;ecm_opt_rs_single;tornado;COMPLETED;0:0;00:09:41;581;2026-05-05T04:21:50;2026-05-05T04:31:31;n01p094;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;09:02:16;32536
7000543.batch;batch;;COMPLETED;0:0;00:09:41;581;2026-05-05T04:21:50;2026-05-05T04:31:31;n01p094;56;1;;;;;0n;343976K;09:02:16;32536
7000544;ecm_val_rs_single;tornado;COMPLETED;0:0;00:04:19;259;2026-05-05T04:31:50;2026-05-05T04:36:09;n01p094;56;1;Dependency;12:00:00;720;/home/ikntcit1/plehanoves/ecm-evolutionary-optimization;0n;;04:01:44;14504
