new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.9638851779745892,39414,514172,13.045415334652661,4.311784300280851,,,
2,2,1.4126591479871422,9645,231480,24.0,1.946684787311824,2.365099512969027,54.85199045821876,0
3,3,1.6968067269772291,6193,6193,1.0,1.0838414001045749,0.8628433872072492,44.323734013391515,0
4,9,4.083218524989206,3422,13386,3.9117475160724724,0.9068030103226192,0.17703838978195563,16.334344652720777,5
5,15,6.931110165023711,2377,31323,13.17753470761464,0.8700040247640572,0.03679898555856198,4.058101389128579,5
6,34,13.875458788010292,3103,11046,3.559780857234934,0.8512245015590452,0.018779523205012083,2.15855589979656,18
7,43,16.78359074902255,2764,14474,5.236613603473227,0.8441737448738422,0.007050756685202941,0.8283075348852451,8
8,47,18.348231912998017,2235,17126,7.6626398210290825,0.8304128422460053,0.013760902627836913,1.6301031288166175,3
9,49,18.81365659297444,2085,13386,6.420143884892086,0.7802851760643534,0.050127666181651875,6.036475308603408,1
10,52,19.806230289977975,2021,4967,2.457694210786739,0.7356736022338737,0.044611573830479756,5.717342222941379,2
11,54,20.931143094028812,2377,2377,1.0,0.7201658698031679,0.0155077324307058,2.1079636925419853,1
