new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.957436396041885,23725,187085,7.885563751317176,4.478927176212892,,,
2,2,1.2336777430027723,2884,7527,2.6099167822468794,1.0898314846563153,3.3890956915565766,75.66757748497687,0
3,11,5.619800662039779,2031,2031,1.0,0.8534085415594745,0.23642294309684075,21.69353211257226,8
4,20,8.757559647026937,1079,2638,2.444856348470806,0.7875852219294757,0.06582331962999888,7.712990487500483,8
5,172,56.735102392034605,1087,1797,1.6531738730450782,0.7862906192895025,0.0012946026399731636,0.16437619751187876,151
6,198,64.38791766803479,1048,1288,1.2290076335877862,0.7734133084886707,0.012877310800831765,1.6377291658989637,25
7,200,64.83066685200902,1191,1263,1.0604534005037782,0.7642765445634723,0.009136763925198466,1.1813559224953916,1
8,202,65.28969705599593,1154,1191,1.0320623916811091,0.759734807361383,0.00454173720208928,0.5942531187691178,1
9,208,66.60987220099196,1090,1090,1.0,0.7389347108837683,0.020800096477614716,2.7378101248059226,5
10,212,67.51468833099352,1070,1070,1.0,0.7373587766487617,0.0015759342350065708,0.213271106607206,3
