new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.5512070410186425,14169,63861,4.50709294939657,2.3507939835253637,,,
2,4,2.971890020009596,8200,23379,2.8510975609756097,1.6795432712533511,0.6712507122720126,28.5542126182139,2
3,5,3.244144465017598,4145,4145,1.0,1.025410713540623,0.6541325577127282,38.94705000512341,0
4,35,22.6801694619935,3145,13021,4.1402225755166935,1.0109547621395905,0.014455951401032507,1.409771831924576,29
5,87,53.083926844992675,3571,3571,1.0,0.9982707439921796,0.012684018147410825,1.25465734199286,51
6,96,56.790177328977734,3338,6087,1.8235470341521869,0.9830106194131076,0.015260124579071999,1.528655895298034,8
7,124,67.84982475702418,3034,9096,2.998022412656559,0.9658811138651799,0.017129505547927693,1.7425554932615699,27
8,164,85.09209463500883,3193,3776,1.1825869088631382,0.9290678864927031,0.03681322737247683,3.811362169114253,39
9,167,85.99130882701138,3225,3520,1.0914728682170542,0.9231547024974134,0.005913183995289728,0.6364641466203741,2
10,180,92.46125641302206,3092,3649,1.1801423027166882,0.9227263155626133,0.0004283869348000735,0.04640467449725999,12
