new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,55.13776567403693,365,376423,1031.295890410959,230120.81118138795,8,,,
2,2,104.38069391902536,1849,106443,57.56787452677123,195564.97129435846,102,34555.83988702949,15.016390612230012,0
3,3,156.67733388300985,3708,108514,29.26483279395901,159245.0836931505,207,36319.88760120797,18.571775589883313,0
4,4,197.73569142702036,21086,2248544,106.63682063928673,27043.63247253281,630,132201.4512206177,83.01760290154816,0
