phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.6965957153588533e-05
2,init_best fitness=0.6835946406063158,1,18,18,1,0.6835946406063158,,5.918151715013664
3,iteration=1/12 best_fitness=0.6616921671666205,19,36,18,2,0.6616921671666205,0.021902473439695314,4.22412314300891
4,iteration=2/12 best_fitness=0.6459435964934528,37,54,18,2,0.6459435964934528,0.015748570673167706,3.770228332024999
5,iteration=3/12 best_fitness=0.6412875610403717,55,72,18,1,0.6412875610403717,0.004656035453081131,3.70699588698335
6,iteration=4/12 best_fitness=0.6412875610403717,73,90,18,0,0.6429473740281537,-0.001659812987782061,3.6375563429901376
7,iteration=5/12 best_fitness=0.6412875610403717,91,108,18,0,0.647094272513641,-0.004146898485487327,3.6163675119751133
8,iteration=6/12 best_fitness=0.6412875610403717,109,126,18,0,0.6473266057728324,-0.00023233325919136405,3.654776106006466
9,iteration=7/12 best_fitness=0.6375582933542319,127,144,18,1,0.6375582933542319,0.009768312418600544,3.6807545209885575
10,iteration=8/12 best_fitness=0.6289120060973801,145,162,18,1,0.6289120060973801,0.008646287256851792,3.636214127007406
11,iteration=9/12 best_fitness=0.6289120060973801,163,180,18,0,0.6462147363636177,-0.01730273026623763,3.601774651033338
12,iteration=10/12 best_fitness=0.6289120060973801,181,198,18,0,0.6513150141399819,-0.005100277776364237,3.651466625975445
13,iteration=11/12 best_fitness=0.6289120060973801,199,216,18,0,0.6413956284231972,0.009919385716784745,3.648478518007323
14,iteration=12/12 best_fitness=0.6289120060973801,217,234,18,0,0.6501909264188726,-0.008795297995675355,3.6371581199928187
