phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,1,0,0,0,0,,,,4.620997060555965e-06
2,init_best fitness=552934.702068309,1,18,18,1,82,4.555555555555555,552934.702068309,,43.56255898400559
3,iteration=1/12 best_fitness=233284.7498281544,19,36,18,3,408,22.666666666666668,233284.7498281544,319649.95224015455,92.45296313799918
4,iteration=2/12 best_fitness=233284.7498281544,37,54,18,0,708,39.333333333333336,237368.22034918884,-4083.47052103444,122.06050579699513
5,iteration=3/12 best_fitness=227601.26544059473,55,72,18,1,796,44.22222222222222,227601.26544059473,9766.95490859411,123.22523241300223
6,iteration=4/12 best_fitness=179734.6124422724,73,90,18,3,818,45.44444444444444,179734.6124422724,47866.65299832233,131.69415540400223
7,iteration=5/12 best_fitness=179734.6124422724,91,108,18,0,801,44.5,182951.37059386395,-3216.7581515915517,133.30439721800212
8,iteration=6/12 best_fitness=164117.9971245083,109,126,18,1,803,44.611111111111114,164117.9971245083,18833.373469355633,128.60509767599433
9,iteration=7/12 best_fitness=164117.9971245083,127,144,18,0,779,43.27777777777778,235084.74968844975,-70966.75256394144,131.6683255790049
10,iteration=8/12 best_fitness=164117.9971245083,145,162,18,0,775,43.05555555555556,271718.2190437519,-36633.469355302135,133.56285480799852
11,iteration=9/12 best_fitness=124884.4614919862,163,180,18,1,794,44.111111111111114,124884.4614919862,146833.75755176568,128.36307724600192
12,iteration=10/12 best_fitness=124884.4614919862,181,198,18,0,795,44.166666666666664,203484.80852666448,-78600.34703467827,129.75688898599765
13,iteration=11/12 best_fitness=124884.4614919862,199,216,18,0,805,44.72222222222222,232051.3175715278,-28566.509044863313,130.84208402699733
14,iteration=12/12 best_fitness=124884.4614919862,217,234,18,0,780,43.333333333333336,195667.94656001165,36383.37101151614,133.07156785000552
