new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.5532579789869487,14169,63861,4.50709294939657,2.384102596552111,,,
2,4,3.028219497005921,8200,23379,2.8510975609756097,1.6447846718656365,0.7393179246864747,31.010323370968855,2
3,5,3.2972172269946896,4145,4145,1.0,1.0296755157760344,0.615109156089602,37.39754915103262,0
4,46,28.721367309975903,3459,7541,2.1801098583405607,1.0067734602780547,0.022902055497979745,2.2242012310761003,40
5,67,40.50520057301037,3299,4027,1.22067293119127,0.9837717009068001,0.023001759371254593,2.2847006083078387,20
6,89,51.1551298010163,3274,4837,1.4773976786805132,0.9659144790202845,0.017857221886515617,1.8151794638995582,21
7,97,53.46809573296923,3290,4031,1.2252279635258359,0.9505469269643072,0.015367552055977285,1.5909847496606955,7
8,101,54.62132187996758,3318,3318,1.0,0.9440739581477828,0.0064729688165243715,0.6809730937952346,3
9,125,64.1939834409859,3133,3649,1.164698372167252,0.9385877625609282,0.005486195586854592,0.5811192586667874,23
10,133,68.10169068799587,3121,4008,1.2842037808394746,0.9379115440533496,0.0006762185075785965,0.07204638016305906,7
11,149,73.65837590000592,3010,3013,1.0009966777408639,0.9240669655555394,0.01384457849781029,1.4761070578125641,15
12,193,95.05940908100456,3147,3930,1.2488083889418493,0.9236065871373285,0.00046037841821089387,0.04982089343861776,43
13,210,100.71661744499579,3134,3482,1.1110402042118699,0.9210314613883384,0.0025751257489901036,0.2788119730687039,16
